recipe_id,recipe_title,style,style_group,year,stage_number,stage,start_temp_F,end_temp_F,duration_days,ramp_per_day_F
665,River Horse Brewing Company Tripel Horse,BELGIAN ALE,BELGIAN,,2,Secondary/Conditioning,72.0,72.0,7.0,
666,Lupulin Brewing Straight Hash Homie IPA,AMERICAN IPA,IPA,,1,Primary,66.0,72.0,7.0,
667,Church Brew Works Pious Monk Dunkel,DARK LAGER,LAGER,2012.0,1,Primary,50.0,52.0,,
667,Church Brew Works Pious Monk Dunkel,DARK LAGER,LAGER,2012.0,2,Lagering,35.0,35.0,21.0,-5.0
668,Henniker Brewing Co. Rustique Saison,BELGIAN ALE,BELGIAN,,1,Primary,70.0,80.0,,
669,Jolly Pumpkin Artisan Ales Bam Biére,FARMHOUSE BEER,BELGIAN,,1,Primary,,,,
669,Jolly Pumpkin Artisan Ales Bam Biére,FARMHOUSE BEER,BELGIAN,,2,Secondary or Wild Culture Fermentation,80.0,50.0,,
670,Von Ebert Brewing Sabrage Brut IPA,IPA,IPA,,1,Primary,65.0,65.0,0.0,
671,Boiler Brewing Co. Bobber’s Big Red Rye Pale Ale,AMBER ALE,AMBER_ALE,,1,Primary,66.0,,,
672,Bissel Brothers Brewing The Substance New England IPA,HAZY / NEW ENGLAND IPA,IPA,,1,Primary,68.0,70.0,,
673,Iron Monk Brewing Co. Velvet Antler Amber,AMBER ALE,AMBER_ALE,,1,Primary,68.0,68.0,,
673,Iron Monk Brewing Co. Velvet Antler Amber,AMBER ALE,AMBER_ALE,,2,Secondary,68.0,68.0,,
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,BELGIAN,2000.0,1,Primary,66.0,72.0,10.0,
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,BELGIAN,2000.0,2,Temperature Adjustment,72.0,33.0,,-5.0
676,Wedge Brewing Co. Golem Belgian Strong Pale Ale,BELGIAN ALE,BELGIAN,2000.0,3,Conditioning,33.0,,42.0,
677,Great South Bay Brewery Massive IPA,AMERICAN IPA,IPA,,1,Primary,,,,
678,Outlaw Brewing Udder Madness Chocolate Milk Stout,CHOCOLATE BEER,OTHER,,1,Primary,68.0,70.0,,
679,Dreaming Creek Brewery 1792 Kentucky Common,AMBER LAGER,LAGER,,1,Primary,65.0,,,
680,Perfect Plain Brewing Co. Holy Spin American IPA,AMERICAN IPA,IPA,,1,Primary fermentation,66.0,66.0,14.0,
680,Perfect Plain Brewing Co. Holy Spin American IPA,AMERICAN IPA,IPA,,2,Dry hopping,66.0,66.0,5.0,
681,Denali Brewing Co. Mother Ale Blonde,BLONDE ALE,BLONDE_PALE,,1,Primary,67.0,67.0,,
682,Nortons Brewing Co. Don’t Poke the Bear Milk Stout,STOUT,STOUT,,1,Primary,68.0,,,
683,Crooked Hammock Brewery Haulin’ Oats Milk Stout,OATMEAL STOUT,STOUT,,1,Primary,65.0,65.0,,
684,Triton Brewing Co. Fieldhouse Wheat,AMERICAN WHEAT,WHEAT_BEER,2017.0,1,Primary,68.0,68.0,14.0,
686,Corridor Brewery Wizard Fight American IPA,AMERICAN IPA,IPA,,1,Primary,68.0,68.0,,
687,Odell Brewing Company 90 Shilling Ale,AMBER ALE,AMBER_ALE,,1,Primary,67.0,,14.0,
690,Denizens Brewing Co. Lowest Lord ESB,AMBER ALE,AMBER_ALE,,1,Primary,,,,
691,Exile Brewing Company Sir Moch-A-Lot Mocha Stout,COFFEE BEER,OTHER,,1,Primary,68.0,68.0,,
692,Pedal Haus Brewery Biere Blanche Belgian Witbier,BELGIAN ALE,BELGIAN,2018.0,1,Primary,65.0,65.0,,
693,Night Shift Brewing Matisse Classic Saison,BELGIAN ALE,BELGIAN,2017.0,1,Primary,70.0,,28.0,
693,Night Shift Brewing Matisse Classic Saison,BELGIAN ALE,BELGIAN,2017.0,2,Package,,,0.0,
694,Honolulu BeerWorks CocoWeizen,HEFEWEIZEN,WHEAT_BEER,2018.0,1,Primary,72.0,72.0,10.0,
695,Ozark Beer Co. Belgian Golden Ale,BELGIAN ALE,BELGIAN,,1,Primary,80.0,80.0,,
696,Parleaux Beer Lab Lemony Sippit Lager,AMERICAN LAGER,LAGER,,1,Fermentation,50.0,50.0,,
697,Back Forty Beer Co. Truck Stop Honey Brown Ale,BROWN ALE,BROWN_ALE,2011.0,1,primary,68.0,68.0,,
699,I Am Broot” Brut IPA,IPA,IPA,2019.0,1,Primary,68.0,,,
701,Flubadub Gansett Porter (all-grain),AMERICAN PORTER,PORTER,2018.0,1,Primary,55.0,55.0,7.0,
701,Flubadub Gansett Porter (all-grain),AMERICAN PORTER,PORTER,2018.0,2,Secondary,70.0,70.0,7.0,
701,Flubadub Gansett Porter (all-grain),AMERICAN PORTER,PORTER,2018.0,3,Cold crash / lager,35.0,45.0,21.0,0.57
702,Kein Bier Light Lager,AMERICAN LAGER,LAGER,2018.0,1,Primary,50.0,,10.0,
702,Kein Bier Light Lager,AMERICAN LAGER,LAGER,2018.0,2,Diacetyl rest,,65.0,3.0,
702,Kein Bier Light Lager,AMERICAN LAGER,LAGER,2018.0,3,Cold crash,,,2.0,
703,What The Helles!,HELLES,OTHER,2018.0,1,Primary fermentation,50.0,54.0,0.0,
703,What The Helles!,HELLES,OTHER,2018.0,2,Diacetyl rest,54.0,66.0,3.0,
703,What The Helles!,HELLES,OTHER,2018.0,3,Lagering,66.0,38.0,30.0,
704,7k Czech Pale Lager,HELLES,OTHER,2018.0,1,primary,50.0,50.0,10.0,
704,7k Czech Pale Lager,HELLES,OTHER,2018.0,2,diacetyl rest,50.0,60.0,5.0,2.0
704,7k Czech Pale Lager,HELLES,OTHER,2018.0,3,lagering,34.0,34.0,42.0,
705,Chris & Ryan’s Oktoberfest,AMBER LAGER,LAGER,2018.0,1,Primary,50.0,50.0,14.0,
705,Chris & Ryan’s Oktoberfest,AMBER LAGER,LAGER,2018.0,2,Ramp to 60F,50.0,60.0,2.0,3.0
705,Chris & Ryan’s Oktoberfest,AMBER LAGER,LAGER,2018.0,3,Yeast Cleanup & Lager,60.0,60.0,5.0,
706,Darkness Imprisoning Me Lager,DARK LAGER,LAGER,2018.0,1,Primary,54.0,,14.0,
706,Darkness Imprisoning Me Lager,DARK LAGER,LAGER,2018.0,2,Secondary,62.0,,3.0,
706,Darkness Imprisoning Me Lager,DARK LAGER,LAGER,2018.0,3,Tertiary,60.0,,30.0,
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,1,Primary,50.0,50.0,10.0,
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,2,Diacetyl rest,50.0,59.0,2.0,4.0
707,Chew Bock-A Doppelbock,BOCK,LAGER,2018.0,3,Lagering,59.0,38.0,28.0,
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,1,Primary,58.0,58.0,7.0,
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,2,Diacetyl rest,63.0,63.0,7.0,
708,Spicy Nana Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,3,Conditioning,68.0,68.0,14.0,
709,Now That’s A Knife Australian Sparking Ale,GOLDEN ALE,OTHER,2018.0,1,Primary,64.0,67.0,10.0,
709,Now That’s A Knife Australian Sparking Ale,GOLDEN ALE,OTHER,2018.0,2,Diacetyl Rest,70.0,70.0,2.0,
709,Now That’s A Knife Australian Sparking Ale,GOLDEN ALE,OTHER,2018.0,3,Crash,,,,
710,Scarlett O’Hara Irish Red Ale,AMBER ALE,AMBER_ALE,2018.0,1,Primary,68.0,68.0,12.0,
711,Lee’s American Pale Ale,AMERICAN PALE ALE,IPA,2018.0,1,Primary,67.0,67.0,5.0,
712,Cookie Dough Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2018.0,1,Primary,66.0,66.0,,
713,Cat Scratch Cali,Foreign / Tropical Stout,STOUT,2018.0,1,Primary,67.0,67.0,,
714,Hop Burst IPA,AMERICAN IPA,IPA,2018.0,1,primary,68.0,68.0,21.0,
715,Star Maker Imperial Stout,IMPERIAL STOUT,STOUT,2018.0,1,Primary,,,14.0,
715,Star Maker Imperial Stout,IMPERIAL STOUT,STOUT,2018.0,2,Secondary,,,90.0,
716,Mendel’s Monster Double IPA,IMPERIAL / DOUBLE IPA,IPA,2018.0,1,Primary,65.0,65.0,4.0,
717,Abbey Saison,BELGIAN ALE,BELGIAN,2018.0,1,Primary,60.0,64.0,,
717,Abbey Saison,BELGIAN ALE,BELGIAN,2018.0,2,Ramp to 68\u00b0F,64.0,68.0,,1.0
717,Abbey Saison,BELGIAN ALE,BELGIAN,2018.0,3,Conditioning,72.0,72.0,3.0,
718,Neu Haus Belgian Dark Strong Ale,BELGIAN ALE,BELGIAN,2018.0,1,Primary,65.0,72.0,,
720,Smoked Helles,HELLES,OTHER,2018.0,1,Primary,48.0,48.0,0.0,
720,Smoked Helles,HELLES,OTHER,2018.0,2,Ramp for diacetyl rest,48.0,60.0,3.0,4.0
721,BlytheStone Light Cream Ale,Cream Ale,BLONDE_PALE,2018.0,1,Primary,72.0,72.0,7.0,
721,BlytheStone Light Cream Ale,Cream Ale,BLONDE_PALE,2018.0,2,secondary,72.0,72.0,3.0,
722,Ryan’s Pale Lager,HELLES,OTHER,2018.0,1,Primary,49.0,49.0,10.0,
722,Ryan’s Pale Lager,HELLES,OTHER,2018.0,2,Secondary,65.0,65.0,4.0,
723,Robert’s German Pils,GERMAN PILSNER,LAGER,2018.0,1,primary,48.0,36.0,10.0,
723,Robert’s German Pils,GERMAN PILSNER,LAGER,2018.0,2,lagering,36.0,58.0,4.0,
724,Don’t Mess With Snickers Vienna Lager,AMBER LAGER,LAGER,2018.0,1,Primary,48.0,48.0,21.0,
724,Don’t Mess With Snickers Vienna Lager,AMBER LAGER,LAGER,2018.0,2,Secondary,34.0,34.0,35.0,
725,Jonathan’s Schwarzbier,DARK LAGER,LAGER,2018.0,1,Primary,52.0,52.0,7.0,
725,Jonathan’s Schwarzbier,DARK LAGER,LAGER,2018.0,2,Diacetyl Rest,52.0,66.0,5.0,0.8
725,Jonathan’s Schwarzbier,DARK LAGER,LAGER,2018.0,3,Lagering,40.0,40.0,14.0,
726,HBock Helles Bock,BOCK,LAGER,2018.0,1,Primary,62.0,62.0,10.0,
726,HBock Helles Bock,BOCK,LAGER,2018.0,2,Diacetyl Rest,65.0,65.0,0.0,
726,HBock Helles Bock,BOCK,LAGER,2018.0,3,Lagering,,,30.0,
727,The Bizarro Jerry Weissbier,HEFEWEIZEN,WHEAT_BEER,2018.0,1,Primary,58.0,64.0,3.0,
728,More Special Strong Bitter,ENGLISH PALE ALE,IPA,2018.0,1,Primary,64.0,64.0,4.0,
728,More Special Strong Bitter,ENGLISH PALE ALE,IPA,2018.0,2,Secondary,68.0,68.0,0.0,
729,Lost Art American Pale Ale,AMERICAN PALE ALE,IPA,2018.0,1,Primary,68.0,68.0,14.0,
729,Lost Art American Pale Ale,AMERICAN PALE ALE,IPA,2018.0,2,Cold Crash,40.0,40.0,2.0,
730,The Goatsman Kentucky Common,AMBER LAGER,LAGER,2018.0,1,Primary fermentation,67.0,72.0,7.0,
731,Candies Wit English Porter,ENGLISH PORTER,PORTER,2018.0,1,Primary,61.0,62.0,1.0,
731,Candies Wit English Porter,ENGLISH PORTER,PORTER,2018.0,2,Warmup,62.0,63.0,1.0,
731,Candies Wit English Porter,ENGLISH PORTER,PORTER,2018.0,3,Warmup,63.0,64.0,1.0,
731,Candies Wit English Porter,ENGLISH PORTER,PORTER,2018.0,4,Warmup,64.0,66.0,1.0,
731,Candies Wit English Porter,ENGLISH PORTER,PORTER,2018.0,5,Fermentation,66.0,66.0,,
732,Shadow Monster Imperial Stout,IMPERIAL STOUT,STOUT,2018.0,1,Primary,67.0,67.0,21.0,
733,Black Out IPA,AMERICAN IPA,IPA,2018.0,1,Primary fermentation,68.0,68.0,10.0,
733,Black Out IPA,AMERICAN IPA,IPA,2018.0,2,Secondary fermentation,68.0,68.0,11.0,
734,The Gunners Dream American Barleywine,BARLEYWINE,STRONG_ALE,2018.0,1,Primary,,74.0,,
735,BarleyQuad English Barleywine,BARLEYWINE,STRONG_ALE,2018.0,1,Primary,68.0,68.0,14.0,
735,BarleyQuad English Barleywine,BARLEYWINE,STRONG_ALE,2018.0,2,Secondary,68.0,68.0,270.0,
736,Red Keep Biere de Garde,BIÈRE DE GARDE,OTHER,2018.0,1,Primary,63.0,63.0,14.0,
736,Red Keep Biere de Garde,BIÈRE DE GARDE,OTHER,2018.0,2,Cold Crash,48.0,48.0,4.0,
737,Mmm Quad,BELGIAN ALE,BELGIAN,2018.0,1,Primary,65.0,65.0,7.0,
738,Miss Mo’s Chocolate Raspberry Milk Stout,SPICE & HERB BEER,OTHER,2018.0,1,Primary,67.0,67.0,14.0,
739,Ass Kicking Cream Ale (Tequila-aged Lime/Jalapeno Ale),FRUIT BEER,OTHER,2018.0,1,Primary,65.0,72.0,4.0,
741,Dregs Of The Loon Wild Ale,WILD ALE,OTHER,2018.0,1,Primary,65.0,65.0,28.0,
742,Mike’s Rye Weizenbock,BOCK,LAGER,2018.0,1,Primary,63.0,63.0,7.0,
742,Mike’s Rye Weizenbock,BOCK,LAGER,2018.0,2,Secondary,63.0,66.0,7.0,0.43
742,Mike’s Rye Weizenbock,BOCK,LAGER,2018.0,3,Tertiary,63.0,66.0,4.0,
743,Daniel’s American IPA,AMERICAN IPA,IPA,2018.0,1,Primary,65.0,70.0,4.0,
744,John’s American Lager,AMERICAN LAGER,LAGER,2018.0,1,Primary,50.0,50.0,14.0,
744,John’s American Lager,AMERICAN LAGER,LAGER,2018.0,2,Diacetyl rest,50.0,60.0,1.0,10.0
744,John’s American Lager,AMERICAN LAGER,LAGER,2018.0,3,Cold Crash,60.0,32.0,2.0,-14.0
745,Hayden’s Lager,AMERICAN LAGER,LAGER,2018.0,1,Primary,51.0,,,
745,Hayden’s Lager,AMERICAN LAGER,LAGER,2018.0,2,Diacetyl Rest,60.0,60.0,7.0,
745,Hayden’s Lager,AMERICAN LAGER,LAGER,2018.0,3,Cold Crash,34.0,34.0,2.0,
745,Hayden’s Lager,AMERICAN LAGER,LAGER,2018.0,4,Kegging,,,14.0,
747,TOF Joe IPA,AMERICAN IPA,IPA,2018.0,1,Primary,66.0,66.0,14.0,
747,TOF Joe IPA,AMERICAN IPA,IPA,2018.0,2,Day 5 Add Dry Hops,66.0,73.0,1.0,7.0
748,Nuclear Winter White IPA,AMERICAN IPA,IPA,2017.0,1,primary,68.0,68.0,9.0,
748,Nuclear Winter White IPA,AMERICAN IPA,IPA,2017.0,2,secondary,68.0,68.0,9.0,
749,Suicide Mission Double IPA,IMPERIAL / DOUBLE IPA,IPA,2018.0,1,Primary,67.0,67.0,0.0,
749,Suicide Mission Double IPA,IMPERIAL / DOUBLE IPA,IPA,2018.0,2,Cold Crash,53.0,53.0,2.0,
749,Suicide Mission Double IPA,IMPERIAL / DOUBLE IPA,IPA,2018.0,3,Bottle conditioning or Aging,40.0,40.0,2.0,
750,Don’t Swallow the Cap Barleywine,BARLEYWINE,STRONG_ALE,2018.0,1,Primary,68.0,68.0,3.0,
750,Don’t Swallow the Cap Barleywine,BARLEYWINE,STRONG_ALE,2018.0,2,Ramp to 71\u00b0F,68.0,71.0,2.0,1.0
750,Don’t Swallow the Cap Barleywine,BARLEYWINE,STRONG_ALE,2018.0,3,Hold,71.0,71.0,15.0,
750,Don’t Swallow the Cap Barleywine,BARLEYWINE,STRONG_ALE,2018.0,4,Crash chill,37.0,37.0,2.0,
751,Paul and Nick’s Saison,BELGIAN ALE,BELGIAN,2018.0,1,Primary,70.0,80.0,3.0,
751,Paul and Nick’s Saison,BELGIAN ALE,BELGIAN,2018.0,2,Secondary,80.0,85.0,4.0,
752,Brunchmaster 2000 Witbier,BELGIAN ALE,BELGIAN,2018.0,1,Primary,,78.0,14.0,
752,Brunchmaster 2000 Witbier,BELGIAN ALE,BELGIAN,2018.0,2,conditioning,78.0,78.0,,
753,Golden Diablo Belgian Strong Ale,BELGIAN ALE,BELGIAN,2018.0,1,Primary,64.0,78.0,7.0,1.0
753,Golden Diablo Belgian Strong Ale,BELGIAN ALE,BELGIAN,2018.0,2,Secondary,32.0,32.0,21.0,
754,Cuvee 863 Gueuze,GUEUZE,OTHER,2018.0,1,Primary,72.0,72.0,365.0,
755,Das Pash Berliner Weisse,BERLINER WEISSE,SOUR,2018.0,1,Primary,64.0,68.0,8.0,
756,Dr. Mantis Toboggan Winter Seasonal,SPICE & HERB BEER,OTHER,2018.0,1,Primary,66.0,70.0,,
757,Death Spiral Barrel-aged Barleywine,BARLEYWINE,STRONG_ALE,2018.0,1,Primary,68.0,,,
759,1834 Augsburger Lagerbier,DARK LAGER,LAGER,2018.0,1,Primary,62.0,,14.0,
760,Old Ledger Lager,AMERICAN LAGER,LAGER,2018.0,1,Fermentation,50.0,50.0,,
761,Inadweissable Florida Weisse,BERLINER WEISSE,SOUR,2018.0,1,Primary,67.0,,7.0,
762,Halpatter Florida Weisse,BERLINER WEISSE,SOUR,2018.0,1,Primary,68.0,68.0,10.0,
762,Halpatter Florida Weisse,BERLINER WEISSE,SOUR,2018.0,2,Diacetyl rest,72.0,72.0,3.0,
762,Halpatter Florida Weisse,BERLINER WEISSE,SOUR,2018.0,3,Secondary,68.0,68.0,7.0,
763,Swamp Head Florida Weisse,BERLINER WEISSE,SOUR,2018.0,1,Primary,66.0,66.0,3.0,
763,Swamp Head Florida Weisse,BERLINER WEISSE,SOUR,2018.0,2,Secondary,66.0,70.0,3.0,
764,Stechen Florida Weisse,BERLINER WEISSE,SOUR,2018.0,1,Primary,70.0,,6.0,
764,Stechen Florida Weisse,BERLINER WEISSE,SOUR,2018.0,2,"Secondary, conditioning",39.0,,10.0,
764,Stechen Florida Weisse,BERLINER WEISSE,SOUR,2018.0,3,Carbonation,39.0,,7.0,
765,Bourbon Piñon Wee Heavy,AMBER ALE,AMBER_ALE,2018.0,1,Primary,68.0,,21.0,
765,Bourbon Piñon Wee Heavy,AMBER ALE,AMBER_ALE,2018.0,2,Secondary,55.0,40.0,21.0,
766,Basic Bohemian Pilsner,CZECH / BOHO PILS,LAGER,2018.0,1,primary,48.0,48.0,,
766,Basic Bohemian Pilsner,CZECH / BOHO PILS,LAGER,2018.0,2,diacetyl rest,48.0,55.0,3.0,1.0
767,Dorada Pampeana Estilo Cerveza Zeppelin,Blonde Ale,BLONDE_PALE,2018.0,1,Primary,19.0,20.0,7.0,
767,Dorada Pampeana Estilo Cerveza Zeppelin,Blonde Ale,BLONDE_PALE,2018.0,2,Conditioning,41.0,41.0,14.0,
768,Dorada Pampeana Estilo 1060 Cerveza,BLONDE ALE,BLONDE_PALE,2018.0,1,Primary,61.0,70.0,7.0,
768,Dorada Pampeana Estilo 1060 Cerveza,BLONDE ALE,BLONDE_PALE,2018.0,2,Conditioning,41.0,61.0,10.0,
769,Dorada Pampeana Estilo Cerveza Minga,Blonde Ale,BLONDE_PALE,2018.0,1,Primary,68.0,68.0,8.0,
770,IPA Argenta,AMERICAN IPA,IPA,2018.0,1,Primary,66.0,66.0,,
771,Peaks & Priorities Juicy IPA (All-Grain),AMERICAN IPA,IPA,2018.0,1,primary,70.0,70.0,7.0,
772,Van Dayum! Sour American Red Ale,AMBER ALE,AMBER_ALE,2018.0,1,Primary,75.0,75.0,4.0,
772,Van Dayum! Sour American Red Ale,AMBER ALE,AMBER_ALE,2018.0,2,Cold Crash,34.0,34.0,7.0,
773,Little Boss Sour Wheat Ale,SOUR ALE,SOUR,2018.0,1,primary,65.0,75.0,3.0,
773,Little Boss Sour Wheat Ale,SOUR ALE,SOUR,2018.0,2,cold crash,34.0,34.0,7.0,
774,The Charlie Citrus Pale Ale,AMERICAN PALE ALE,IPA,,1,Primary,65.0,,,
777,Smokey the Beer II (All-Grain),RAUCHBIER,OTHER,2018.0,1,Primary,55.0,,7.0,
777,Smokey the Beer II (All-Grain),RAUCHBIER,OTHER,2018.0,2,Secondary,55.0,,7.0,
778,Exulansis Raspberry Sour,FRUIT BEER,OTHER,2017.0,1,Primary,70.0,,,
779,Lichtenhainer,HISTORICAL BEER,OTHER,2017.0,1,Primary,68.0,,14.0,
779,Lichtenhainer,HISTORICAL BEER,OTHER,2017.0,2,Secondary,68.0,,7.0,
780,Triple Down Belgian Tripel,BELGIAN ALE,BELGIAN,2017.0,1,Primary at 70\u201372\u00b0F,70.0,72.0,14.0,
780,Triple Down Belgian Tripel,BELGIAN ALE,BELGIAN,2017.0,2,Secondary at 72\u201375\u00b0F,72.0,75.0,14.0,
781,Dogfish Head Indian Brown Ale Clone,AMERICAN BROWN ALE,BROWN_ALE,2011.0,1,Primary,70.0,70.0,7.0,
781,Dogfish Head Indian Brown Ale Clone,AMERICAN BROWN ALE,BROWN_ALE,2011.0,2,Secondary,60.0,60.0,7.0,
782,Toasted Coconut Black IPA,IPA,IPA,2017.0,1,Primary,68.0,68.0,14.0,
782,Toasted Coconut Black IPA,IPA,IPA,2017.0,2,Secondary,65.0,65.0,14.0,
783,Double IPA,IMPERIAL / DOUBLE IPA,IPA,2017.0,1,Primary,72.0,72.0,8.0,
783,Double IPA,IMPERIAL / DOUBLE IPA,IPA,2017.0,2,Secondary,65.0,65.0,14.0,
783,Double IPA,IMPERIAL / DOUBLE IPA,IPA,2017.0,3,Tertiary,65.0,65.0,5.0,
784,Flatbed Pale Ale,AMERICAN PALE ALE,IPA,2017.0,1,primary,68.0,68.0,10.0,
784,Flatbed Pale Ale,AMERICAN PALE ALE,IPA,2017.0,2,secondary,65.0,65.0,10.0,
785,Phil’s Lager,AMERICAN LAGER,LAGER,2017.0,1,Primary Fermentation,54.0,54.0,15.0,
785,Phil’s Lager,AMERICAN LAGER,LAGER,2017.0,2,Secondary Fermentation,34.0,34.0,14.0,
786,Razzhole Sour,FRUIT BEER,OTHER,2017.0,1,Primary,75.0,75.0,7.0,
786,Razzhole Sour,FRUIT BEER,OTHER,2017.0,2,Secondary,75.0,90.0,7.0,
787,Sunsphere IPA,AMERICAN IPA,IPA,2017.0,1,Primary,64.0,64.0,19.0,
788,Scottish Light,AMBER ALE,AMBER_ALE,2017.0,1,Primary,62.0,62.0,10.0,
789,Mister Mayhem,BARLEYWINE,STRONG_ALE,2017.0,1,Primary,62.0,62.0,3.0,
789,Mister Mayhem,BARLEYWINE,STRONG_ALE,2017.0,2,Secondary,70.0,70.0,7.0,
789,Mister Mayhem,BARLEYWINE,STRONG_ALE,2017.0,3,Tertiary,65.0,65.0,15.0,
790,Session RIS,IMPERIAL STOUT,STOUT,2017.0,1,Primary,70.0,70.0,8.0,
791,Rocket Surgeon Summer Ale,ENGLISH PALE ALE,IPA,2017.0,1,Primary,68.0,68.0,7.0,
791,Rocket Surgeon Summer Ale,ENGLISH PALE ALE,IPA,2017.0,2,Secondary,60.0,60.0,6.0,
791,Rocket Surgeon Summer Ale,ENGLISH PALE ALE,IPA,2017.0,3,Tertiary,30.0,30.0,1.0,
792,Sangjae’s Gose,GOSE,SOUR,2017.0,1,Primary,45.0,45.0,5.0,
792,Sangjae’s Gose,GOSE,SOUR,2017.0,2,Secondary,75.0,75.0,350.0,
793,The Olga Milk Stout,STOUT,STOUT,2017.0,1,Primary,68.0,68.0,5.0,
793,The Olga Milk Stout,STOUT,STOUT,2017.0,2,Secondary,72.0,72.0,4.0,
793,The Olga Milk Stout,STOUT,STOUT,2017.0,3,Tertiary,36.0,36.0,2.0,
794,Exsanguinator,BOCK,LAGER,2017.0,1,Primary,50.0,50.0,30.0,
794,Exsanguinator,BOCK,LAGER,2017.0,2,Secondary,36.0,36.0,90.0,
795,Jeff’s Belgian Dark Strong Ale,BELGIAN ALE,BELGIAN,2017.0,1,Primary,62.0,,1.0,
795,Jeff’s Belgian Dark Strong Ale,BELGIAN ALE,BELGIAN,2017.0,2,Secondary,65.0,,30.0,
796,Big Ben,ENGLISH PORTER,PORTER,2017.0,1,Primary,66.0,66.0,14.0,
797,Entry 2,Dark Lager,LAGER,2017.0,1,Primary,50.0,,14.0,
797,Entry 2,Dark Lager,LAGER,2017.0,2,Secondary,60.0,,7.0,
798,"Old Scotty"" Historical Scottish Heavy",AMBER ALE,AMBER_ALE,2017.0,1,Primary,68.0,68.0,7.0,
798,"Old Scotty"" Historical Scottish Heavy",AMBER ALE,AMBER_ALE,2017.0,2,Secondary,65.0,65.0,30.0,
799,3 Philosophers with Attitude,BELGIAN ALE,BELGIAN,2017.0,1,Primary,68.0,68.0,14.0,
799,3 Philosophers with Attitude,BELGIAN ALE,BELGIAN,2017.0,2,Secondary,68.0,68.0,79.0,
800,Elsie’s Marzen,AMBER LAGER,LAGER,2017.0,1,Primary,48.0,48.0,14.0,
801,American Grisette,BELGIAN ALE,BELGIAN,2017.0,1,Primary,,,10.0,
801,American Grisette,BELGIAN ALE,BELGIAN,2017.0,2,Secondary or fermentation at room temp (post-primary),,,,
802,Hackysack Superstar,HEFEWEIZEN,WHEAT_BEER,2017.0,1,Primary,62.0,62.0,3.0,
802,Hackysack Superstar,HEFEWEIZEN,WHEAT_BEER,2017.0,2,Application of airlock,62.0,62.0,4.0,
803,VCR Brown Ale,AMERICAN BROWN ALE,BROWN_ALE,2017.0,1,Primary,64.0,64.0,7.0,
804,Chickity Czech Yourself Pilsner,CZECH / BOHO PILS,LAGER,2017.0,1,Primary,50.0,50.0,5.0,
804,Chickity Czech Yourself Pilsner,CZECH / BOHO PILS,LAGER,2017.0,2,Secondary,65.0,65.0,7.0,
805,Resurrection” Historical Grodziskie,HISTORICAL BEER,OTHER,2017.0,1,Primary,66.0,66.0,13.0,
806,Go Big Black IPA,AMERICAN IPA,IPA,2017.0,1,Primary,68.0,68.0,14.0,
807,Townie Yacht Club,AMERICAN WHEAT,WHEAT_BEER,2017.0,1,Primary,67.0,67.0,21.0,
808,Munich Gold 2016,HELLES,OTHER,2017.0,1,Primary,52.0,52.0,28.0,
808,Munich Gold 2016,HELLES,OTHER,2017.0,2,Secondary,33.0,33.0,30.0,
809,Vitoria Vienna Pilsner,GERMAN PILSNER,LAGER,2013.0,1,Primary,70.0,55.0,7.0,
810,Argentine Strong Scotch Ale,AMBER ALE,AMBER_ALE,2007.0,1,Primary,50.0,,4.0,
810,Argentine Strong Scotch Ale,AMBER ALE,AMBER_ALE,2007.0,2,Secondary,,,7.0,
811,Weekday Bock (All-Grain),BOCK,LAGER,2018.0,1,Primary,70.0,70.0,7.0,
812,Saint Arnold Fancy Lawnmower Beer,HYBRID BEER,OTHER,2017.0,1,Primary,60.0,60.0,14.0,
813,Squatters Full Suspension Pale Ale,AMERICAN PALE ALE,IPA,2017.0,1,Primary,67.0,69.0,0.0,
813,Squatters Full Suspension Pale Ale,AMERICAN PALE ALE,IPA,2017.0,2,Secondary,58.0,58.0,14.0,
815,Choconut Brown Porter,AMERICAN PORTER,PORTER,2017.0,1,Primary,68.0,68.0,10.0,
816,Joe Gillian’s Red,AMBER ALE,AMBER_ALE,,1,Primary,68.0,68.0,7.0,
816,Joe Gillian’s Red,AMBER ALE,AMBER_ALE,,2,Secondary,65.0,65.0,7.0,
818,Danado de Bom Oatmeal Stout,OATMEAL STOUT,STOUT,2009.0,1,Primary,70.0,70.0,7.0,
819,Coriandered Mild Brown Ale,BROWN ALE,BROWN_ALE,2006.0,1,Primary,70.0,70.0,7.0,
822,Hammonds 1903 XXXX,ENGLISH PALE ALE,IPA,2017.0,1,Primary,68.0,68.0,,
823,Brewlab 1995 Best Bitter,ENGLISH PALE ALE,IPA,2017.0,1,Primary,68.0,68.0,,
824,Elbro Nerkte Remake 2017 Brown Ale,BROWN ALE,BROWN_ALE,2017.0,1,primary,70.0,70.0,7.0,
