recipe_id,recipe_title,style,year,yeast_name,yeast_canonical,brand,product_code,primary_temp_F,secondary_temp_F,total_fermentation_days
779,Lichtenhainer,HISTORICAL BEER,2017.0,California Ale Yeast,Chico/US-05 (American Ale),White Labs,WLP001,68.0,68.0,21
780,Triple Down Belgian Tripel,BELGIAN ALE,2017.0,3787 Trappist High Gravity ale yeast,3787 Trappist High Gravity ale yeast,Wyeast,3787,70.0,72.0,28
781,Dogfish Head Indian Brown Ale Clone,AMERICAN BROWN ALE,2011.0,Ringwood Ale Yeast,Ringwood Ale Yeast,,,70.0,60.0,14
782,Toasted Coconut Black IPA,IPA,2017.0,Scottish ale yeast,Scottish ale yeast,,,68.0,65.0,28
783,Double IPA,IMPERIAL / DOUBLE IPA,2017.0,White Labs WLP001 California ale yeast,White Labs WLP001 California ale yeast,White Labs,,72.0,65.0,27
784,Flatbed Pale Ale,AMERICAN PALE ALE,2017.0,California Ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,68.0,65.0,20
785,Phil’s Lager,AMERICAN LAGER,2017.0,Saflager W-34/70,Saflager W-34/70,Fermentis,,54.0,34.0,29
786,Razzhole Sour,FRUIT BEER,2017.0,Wyeast 3711 French Saison and Wyeast 3724 Belgian Saison blend,Wyeast 3711 French Saison and Wyeast 3724 Belgian Saison blend,,,75.0,75.0,14
787,Sunsphere IPA,AMERICAN IPA,2017.0,Wyeast 1450 Denny's favorite ale yeast,Wyeast 1450 Denny's favorite ale yeast,Wyeast,1450,64.0,,19
788,Scottish Light,AMBER ALE,2017.0,Wyeast 1728 Scottish Ale,Scottish Ale,Wyeast,1728,62.0,,10
790,Session RIS,IMPERIAL STOUT,2017.0,White Labs WLP001 California Ale yeast slurry,White Labs WLP001 California Ale yeast slurry,,,70.0,,8
791,Rocket Surgeon Summer Ale,ENGLISH PALE ALE,2017.0,1056 American ale yeast,Chico/US-05 (American Ale),Wyeast,1056,68.0,60.0,14
793,The Olga Milk Stout,STOUT,2017.0,California Ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,68.0,72.0,11
794,Exsanguinator,BOCK,2017.0,Wyeast 2206 Bavarian Lager Yeast,Wyeast 2206 Bavarian Lager Yeast,Wyeast,,50.0,36.0,120
795,Jeff’s Belgian Dark Strong Ale,BELGIAN ALE,2017.0,WLP500 Trappist ale yeast,WLP500 Trappist ale yeast,White Labs,WLP500,62.0,65.0,31
796,Big Ben,ENGLISH PORTER,2017.0,London Ale,London Ale,White Labs,WLP013,66.0,,14
797,Entry 2,Dark Lager,2017.0,WLP830 German Lager Yeast,WLP830 German Lager Yeast,White Labs,,50.0,60.0,21
798,"Old Scotty"" Historical Scottish Heavy",AMBER ALE,2017.0,Scottish Ale yeast,Scottish Ale,Wyeast,1728,68.0,65.0,37
799,3 Philosophers with Attitude,BELGIAN ALE,2017.0,Inland Island INIS-222 Belgian Gnome Yeast,Inland Island INIS-222 Belgian Gnome Yeast,,,68.0,68.0,93
800,Elsie’s Marzen,AMBER LAGER,2017.0,White Labs WLP838 Southern German Lager Yeast,White Labs WLP838 Southern German Lager Yeast,White Labs,WLP838,48.0,,14
801,American Grisette,BELGIAN ALE,2017.0,Sigmund's Voss Kviek ale yeast,Sigmund's Voss Kviek ale yeast,The Yeast Bay,,,,10
802,Hackysack Superstar,HEFEWEIZEN,2017.0,WLP380 Hefeweizen IV ale yeast,WLP380 Hefeweizen IV ale yeast,White Labs,WLP380,62.0,,7
803,VCR Brown Ale,AMERICAN BROWN ALE,2017.0,Denny's Favorite 50 ale yeast,Denny's Favorite 50 ale yeast,Wyeast,,64.0,,7
804,Chickity Czech Yourself Pilsner,CZECH / BOHO PILS,2017.0,Saflager W-34/70,Saflager W-34/70,Fermentis,,50.0,65.0,12
805,Resurrection” Historical Grodziskie,HISTORICAL BEER,2017.0,Safale US-05,Chico/US-05 (American Ale),Fermentis,US-05,66.0,,13
806,Go Big Black IPA,AMERICAN IPA,2017.0,American Ale Yeast,Chico/US-05 (American Ale),Wyeast,1056,68.0,,14
807,Townie Yacht Club,AMERICAN WHEAT,2017.0,Wyeast 1010 American Wheat Ale,Wyeast 1010 American Wheat Ale,Wyeast,,67.0,,21
808,Munich Gold 2016,HELLES,2017.0,Gigayeast German Lager Yeast,Gigayeast German Lager Yeast,,,52.0,33.0,58
809,Vitoria Vienna Pilsner,GERMAN PILSNER,2013.0,German lager yeast,German lager yeast,White Labs,Cry Havoc,70.0,,7
810,Argentine Strong Scotch Ale,AMBER ALE,2007.0,Wyeast 1728 Scottish Ale,Scottish Ale,Wyeast,1728,50.0,,11
811,Weekday Bock (All-Grain),BOCK,2018.0,German or Bavarian lager yeast,German or Bavarian lager yeast,White Labs,Cry Havoc,70.0,,7
812,Saint Arnold Fancy Lawnmower Beer,HYBRID BEER,2017.0,K\u00f6lsch yeast,K\u00f6lsch yeast,,Wyeast 2565 or WLP029,60.0,,14
813,Squatters Full Suspension Pale Ale,AMERICAN PALE ALE,2017.0,Ringwood Ale Yeast,Ringwood Ale Yeast,Wyeast,1187,67.0,58.0,14
814,Izzy’s Freudian Schwarz,DARK LAGER,2010.0,Wyeast 2206 Bavarian Lager,Wyeast 2206 Bavarian Lager,Wyeast,2206,,,0
815,Choconut Brown Porter,AMERICAN PORTER,2017.0,White Labs WLP005 British Ale Yeast,White Labs WLP005 British Ale Yeast,White Labs,WLP005,68.0,,10
816,Joe Gillian’s Red,AMBER ALE,,1968 Special London ale yeast,1968 Special London ale yeast,Wyeast,,68.0,65.0,14
817,Überbrew White Noise American Wheat Ale,AMERICAN WHEAT,2016.0,American Wheat yeast,American Wheat yeast,,,,,0
818,Danado de Bom Oatmeal Stout,OATMEAL STOUT,2009.0,Cry Havoc yeast or English-style ale yeast,Cry Havoc yeast or English-style ale yeast,,,70.0,,7
819,Coriandered Mild Brown Ale,BROWN ALE,2006.0,/favorite ale yeast/,/favorite ale yeast/,,,70.0,,7
820,German WeizenBock,WEIZEN BOCK,2017.0,WLP380 Hefeweizen IV Ale,WLP380 Hefeweizen IV Ale,White Labs,,,,0
821,American IPA Aged on Spanish Cedar Wood,AMERICAN IPA,2017.0,Wyeast 1056 American Ale/Chico,Chico/US-05 (American Ale),Wyeast,1056,,,0
822,Hammonds 1903 XXXX,ENGLISH PALE ALE,2017.0,West Yorkshire flocculent yeast,West Yorkshire flocculent yeast,,,68.0,,0
823,Brewlab 1995 Best Bitter,ENGLISH PALE ALE,2017.0,Brewlab Thames Valley 3 or another English ale strain,Brewlab Thames Valley 3 or another English ale strain,,,68.0,,0
824,Elbro Nerkte Remake 2017 Brown Ale,BROWN ALE,2017.0,,,,,70.0,,7
825,Roughtail Brewing Co. Hoptometrist Double IPA,IMPERIAL / DOUBLE IPA,,WLP001 or US-05,WLP001 or US-05,,,65.0,,4
826,Adroit Theory Triptych Tart Rambutan Saison,BELGIAN ALE,,French Saison (Wyeast 3711),French Saison (Wyeast 3711),Wyeast,3711,64.0,,0
827,Boxing Bear Brewing Co. The Red Glove Double Red Ale,AMBER ALE,2016.0,"Wyeast 1056, White Labs WLP001 or Safale US-05","Wyeast 1056, White Labs WLP001 or Safale US-05",,,,,0
828,Big Dog’s Brewing Red Hydrant English Brown Ale,BROWN ALE,,Wyeast 1272,Wyeast 1272,Wyeast,,68.0,,0
829,Boise Brewing Co. Down Down Extra Pale Ale,AMERICAN PALE ALE,2014.0,California Ale Yeast,Chico/US-05 (American Ale),White Labs,WLP001,,,0
830,Back East Brewery Porter,AMERICAN PORTER,,Wyeast 1028 London Ale,Wyeast 1028 London Ale,Wyeast,1028,66.0,,0
831,Firehouse Brewing Co. Swarthy Beaver English Pale Ale,ENGLISH PALE ALE,,1056 American Ale,1056 American Ale,Wyeast,,70.0,,7
832,Fossil Cove Brewing La Brea Brown,BELGIAN ALE,,Safbrew S-33,Safbrew S-33,Fermentis,,77.0,,10
833,Gnarly Barley Brewing Co. Korova Milk Porter,PORTER,,San Francisco Lager,San Francisco Lager,White Labs,WLP810,64.0,,0
834,Jekyll Brewing Seven Bridges Oktoberfest,OKTOBERFEST,,WLP830 German Lager yeast,WLP830 German Lager yeast,White Labs,WLP830,65.0,,24
835,Free State Brewing Co. Garden Party Lager,PALE LAGER,,Augstiner Lager yeast,Augstiner Lager yeast,,,55.0,,0
836,Indeed Brewing Co. Day Tripper Pale Ale,AMERICAN PALE ALE,,US-05 or 1272,US-05 or 1272,,US-05 or Wyeast 1272,67.0,,0
837,Brooklyn Brewery Brooklyn Lager,AMBER LAGER,,Lager Yeast,Lager Yeast,,,55.0,,10
839,Coppertail Brewing Co. Unholy Trippel,BELGIAN ALE,,Belgian Strong yeast,Belgian Strong yeast,,,76.0,,0
840,Flying Fish Brewing Co. Red Fish Hoppy Red Ale,AMBER ALE,,American Ale yeast,American Ale yeast,,,,,0
841,Hutton & Smith Brewing Co. On-Sight Alt,ALTBIER,2016.0,WLP029 or Wyeast 2575,WLP029 or Wyeast 2575,,,60.0,,42
842,Maui Brewing Company POG IPA,AMERICAN IPA,,California Ale yeast,California Ale yeast,,,68.0,,6
843,Lazy Magnolia Brewery Southern Hops’pitality IPA,AMERICAN IPA,,Safale US-05 or WLP001,Safale US-05 or WLP001,,,65.0,,0
844,Lynnwood Brewing Drop Bear APA,AMERICAN PALE ALE,,WLP001,WLP001,White Labs,,67.0,,0
845,Lion Bridge Brewing Co. Compensation English Dark Mild,BROWN ALE,,Dusseldorf Alt,Dusseldorf Alt,White Labs,,68.0,,0
846,Melvin Brewing Homebrewer’s Hop Bomb,IMPERIAL / DOUBLE IPA,,California Ale yeast,California Ale yeast,,,68.0,,7
847,Maine Beer Co. Peeper Ale,AMERICAN PALE ALE,2009.0,1056,1056,Wyeast,,68.0,,0
848,Maplewood Brewing Co. Charlatan American Pale Ale,AMERICAN PALE ALE,,Wyeast 1318 London ale III,Wyeast 1318 London ale III,Wyeast,1318,,,0
849,Paducah Beer Werks Traditional English Pale Ale,ENGLISH PALE ALE,,American Ale Blend,American Ale Blend,White Labs,WLP060,65.0,,7
850,Weathered Ground Brewery R.K. Double IPA,IMPERIAL / DOUBLE IPA,,WLP007,WLP007,White Labs,,68.0,,7
851,Evolution Craft Brewing Co. Crystal Row,Old Ale,2015.0,WLP001 or Safale US-05,WLP001 or Safale US-05,,,,,0
852,Revelry Brewing Co Oh My Darlyn! Scotch Ale,AMBER ALE,2016.0,Edinburgh yeast,Edinburgh yeast,,,64.0,,21
853,Postdoc Brewing Demon Star Imperial Stout,IMPERIAL STOUT,,1056,1056,Wyeast,,,,0
854,Uinta Brewing Co. Hop Nosh Tangerine,AMERICAN IPA,,Wyeast 1007,Wyeast 1007,Wyeast,1007,,,0
855,Trinity Brewhouse Red Devils Belgian Pale Ale,BELGIAN ALE,,:Belgian Ale yeast,:Belgian Ale yeast,,,,,0
856,Zipline Brewing Co. NZ IPA,AMERICAN IPA,,Not specified,Not specified,,,,,0
857,Bale So Hard Dry-Hopped Saison,BELGIAN ALE,2016.0,WLP670,WLP670,White Labs,WLP670,72.0,67.0,10
858,Terra Firma Brown IPA,AMERICAN BROWN ALE,,American Ale Yeast,American Ale Yeast,,,64.0,,7
859,Vello’s Gotlandsdricke,HISTORICAL BEER,2017.0,Cake yeast,Cake yeast,,,65.0,55.0,14
860,Oh Mama! American Pale Ale,AMERICAN PALE ALE,2017.0,Danstar Nottingham dry yeast,Danstar Nottingham dry yeast,Danstar,not provided,68.0,,14
861,Brew-in-a-Bag Cranberry Ale,FRUIT BEER,2017.0,Danstar Nottingham dry yeast,Danstar Nottingham dry yeast,,,68.0,,14
862,Pisswasser Lite,AMERICAN LAGER,2017.0,Wyeast 2035 American Lager,Wyeast 2035 American Lager,Wyeast,,50.0,,1
863,Grodziskie,HISTORICAL BEER,2017.0,WLP036 Dusseldorf Alt Yeast,WLP036 Dusseldorf Alt Yeast,White Labs,WLP036,60.0,,14
864,Oatmeal Belgian Pale Ale,BELGIAN ALE,2005.0,3787 Trappist High Gravity yeast,3787 Trappist High Gravity yeast,,,,,0
865,Hobo Devil,CZECH / BOHO PILS,2015.0,Wyeast 1388 Belgian Strong Ale,Wyeast 1388 Belgian Strong Ale,Wyeast,1388,48.0,,29
866,Rushmore IPA (All-Grain),IPA,2017.0,,,,,65.0,68.0,17
867,Klang Freudenfest Oktoberfest (All-Grain),OKTOBERFEST,2017.0,German lager yeast with sufficient yeast starter,German lager yeast with sufficient yeast starter,,,52.0,,44
868,Battre L’oie Saison (All-Grain),BELGIAN ALE,2017.0,Belgian saison yeast,Belgian saison yeast,,,62.0,65.0,21
869,Ryan’s Schwarzbier,DARK LAGER,2016.0,Wyeast 2124 Bohemian Lager yeast,Wyeast 2124 Bohemian Lager yeast,Wyeast,,50.0,36.0,101
870,Dream Steam California Common,AMBER LAGER,2016.0,WLP810 San Francisco Lager,WLP810 San Francisco Lager,White Labs,,62.0,55.0,35
871,Dreg Pirate Roberts,WHEAT & RYE BEER,2016.0,US-05 dry yeast,US-05 dry yeast,,,70.0,70.0,755
872,StOaked Brown,BROWN ALE,2016.0,London Ale yeast,London Ale yeast,Wyeast,1028,67.0,,14
873,"Girl Scout Cookies"" Mint Chocolate Chip Sweet Stout",SPICE & HERB BEER,2016.0,London ESB ale,London ESB ale,Wyeast,1968,65.0,,30
874,If You Like Pi Coladas Berliner Weisse,FRUIT BEER,2016.0,Wyeast 5335 Lactobacillus,Wyeast 5335 Lactobacillus,Wyeast,,90.0,69.0,27
875,Split Thy Skull English Barleywine,BARLEYWINE,2016.0,WLP007 Dry English Ale,WLP007 Dry English Ale,White Labs,,67.0,,14
876,Queen B*tch Belgian Dark Strong Ale,BELGIAN ALE,2016.0,Trappist High Gravity ale yeast,Trappist High Gravity ale yeast,Wyeast,3787,68.0,75.0,18
877,This is Not a Gueuze Gueuze,GUEUZE,2016.0,Wyeast 1318 London Ale III yeast,Wyeast 1318 London Ale III yeast,Wyeast,,,,0
878,Mandy & Wesley’s French Saison,BELGIAN ALE,2016.0,French Saison ale yeast,French Saison ale yeast,Wyeast,3711,70.0,77.0,11
879,Barb’s Hef Weissbier,HEFEWEIZEN,2016.0,WLP380 Hefeweizen IV Ale,WLP380 Hefeweizen IV Ale,White Labs,WLP380,62.0,65.0,11
880,The Duke English IPA,ENGLISH IPA,2016.0,English Ale yeast,English Ale yeast,,WLP005,66.0,,2
881,Sandy American IPA,AMERICAN IPA,2016.0,London Ale III,London Ale III,Wyeast,1318,65.0,,14
882,Kaos Returns,IMPERIAL STOUT,2016.0,San Diego super yeast,San Diego super yeast,White Labs,WLP090,65.0,70.0,44
883,Padraig Irish Stout,IRISH STOUT,2016.0,Danstar Nottingham dry ale yeast,Danstar Nottingham dry ale yeast,,,64.0,36.0,17
884,Old Hound Dog Pre-Prohibition Porter,AMERICAN PORTER,2016.0,Wyeast 1028 London ale yeast,Wyeast 1028 London ale yeast,Wyeast,1028,66.0,,49
885,Blackson Brown Ale,BROWN ALE,2016.0,Wyeast 1098 British Ale,Wyeast 1098 British Ale,Wyeast,1098,68.0,,14
886,Cali Amber,AMBER ALE,2016.0,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,66.0,,14
887,Rainy Day American Pale Ale,AMERICAN PALE ALE,2016.0,California Ale Yeast,Chico/US-05 (American Ale),White Labs,WLP001,65.0,72.0,28
888,D3 Scottish Ale,AMBER ALE,2016.0,Wyeast WLP028 Edinburgh ale yeast,Wyeast WLP028 Edinburgh ale yeast,Wyeast,,61.0,40.0,42
889,Golden Delight,ENGLISH PALE ALE,2016.0,Wyeast 1469 West Yorkshire Ale,Wyeast 1469 West Yorkshire Ale,Wyeast,1469,66.0,,14
890,Joe’s Kolsch,HYBRID BEER,2016.0,WLP830 German lager yeast,WLP830 German lager yeast,White Labs,,54.0,,14
891,The King of Eisbocks!,BOCK,2016.0,Wyeast 2633 Oktoberfest Lager Blend yeast,Wyeast 2633 Oktoberfest Lager Blend yeast,Wyeast,,48.0,,23
892,"Thanks for the (Decoction) Pot, Dan"" Vienna Lager",AMBER LAGER,2016.0,WLP833 German Bock lager yeast,WLP833 German Bock lager yeast,White Labs,,50.0,33.0,34
893,Pilz Czech Pale Lager,CZECH / BOHO PILS,2016.0,WLP833 German Bock Lager,WLP833 German Bock Lager,White Labs,WLP833,50.0,63.0,70
894,Barstool Blues American Lite Lager,AMERICAN LAGER,2016.0,Wyeast 2042 Danish Lager yeast,Wyeast 2042 Danish Lager yeast,Wyeast,,48.0,33.0,35
895,Sean’s Bock Doppelbock,BOCK,2016.0,WLP833 German Bock Lager Yeast,WLP833 German Bock Lager Yeast,White Labs,,,,0
896,Weavers Gold British Golden Ale,ENGLISH PALE ALE,2016.0,White Labs WLP007 Dry English Ale yeast,White Labs WLP007 Dry English Ale yeast,,,65.0,,0
897,Lov-a-ly Bunch of Coconuts,SPICE & HERB BEER,2016.0,WLP028 Edinburgh Ale or Wyeast 1728 Scottish Ale,WLP028 Edinburgh Ale or Wyeast 1728 Scottish Ale,,,68.0,,0
898,Jared’s Galaxy Pale Ale,AMERICAN PALE ALE,2016.0,California Ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,66.0,,13
899,Gunn Clan Scotch Ale,AMBER ALE,2011.0,White Labs WLP028 Edinburgh ale yeast,White Labs WLP028 Edinburgh ale yeast,,,,,0
900,Stairway to Heaven Belgian Specialty Ale,BELGIAN ALE,2008.0,Belgian Ardennes,Belgian Ardennes,Wyeast,3522,72.0,70.0,0
901,Bill’s Farmhouse Ale,BELGIAN ALE,2005.0,Saison Yeast,Saison Yeast,,,72.0,70.0,28
903,#BiggestSmallBeerEver Porter,AMERICAN PORTER,2016.0,Irish Ale yeast,Irish Ale yeast,,,66.0,,0
904,Snowdrop (Kottbusser),FARMHOUSE BEER,2015.0,German Ale/Kolsch Yeast,German Ale/Kolsch Yeast,White Labs,WLP029,63.0,,0
905,English Pale Ale (ESB) by AHA Members,ENGLISH PALE ALE,,London Ale Yeast (1028),London Ale Yeast (1028),,,68.0,,0
906,"Milk Stout with Pumpkin, Coffee & Vanilla",COFFEE BEER,,San Diego Super Yeast,San Diego Super Yeast,White Labs,WLP090,,,0
907,Spencer Brewery Trappist Ale,BELGIAN ALE,,"Belgian yeast (Wyeast 1214, 1388, 1762 or WLP 530, 550)","Belgian yeast (Wyeast 1214, 1388, 1762 or WLP 530, 550)",Wyeast/WLP,,66.0,,14
908,Saison D’Potiron,BELGIAN ALE,2013.0,East Coast Yeast Saison Brasserie Blend,East Coast Yeast Saison Brasserie Blend,East Coast Yeast,WLP 565 or Wyeast 3711,68.0,78.0,28
909,Duck Slippers Session Helles,HELLES,2014.0,German or Bavarian type lager yeast,German or Bavarian type lager yeast,,,55.0,,7
910,Summer Rye,WHEAT & RYE BEER,,California Ale Yeast,Chico/US-05 (American Ale),White Labs,WLP001,66.0,,0
911,An English Braggot,BRAGGOT,,,,,,,,245
912,Dave’s Dreaded Sunday Steam Beer,AMBER LAGER,1999.0,No. 2112 California lager yeast,No. 2112 California lager yeast,,,60.0,40.0,80
913,Beast Mauler Tripel,BELGIAN ALE,2005.0,Wyeast 3787 Belgian Trappist Yeast,Wyeast 3787 Belgian Trappist Yeast,Wyeast,3787,72.0,,0
914,Easter Quad,BELGIAN ALE,,WLP530 Abbey Ale,WLP530 Abbey Ale,White Labs,,63.0,63.0,10
915,Matt’s Flanders Brown Ale,BROWN ALE,2001.0,Wyeast 1388 Belgian Strong,Wyeast 1388 Belgian Strong,Wyeast,,68.0,68.0,187
916,AG24 Oktoberfest,OKTOBERFEST,2012.0,Wyeast 2206 Bavarian Lager,Wyeast 2206 Bavarian Lager,Wyeast,,62.0,,53
917,Anchor Steam Clone,Amber Lager,2003.0,San Francisco or California lager yeast,San Francisco or California lager yeast,White Labs / Wyeast,WLP810 / 2112,60.0,,7
918,Joe’s Tripel,BELGIAN ALE,2013.0,WLP500 Trappist Ale,WLP500 Trappist Ale,White Labs,,70.0,64.0,21
919,Portlandmunder X,HELLES,2014.0,WLP815 Belgian lager,WLP815 Belgian lager,White Labs,,53.0,,48
920,AOK,PILSNER,2014.0,Wyeast 2007 Pilsen Lager,Wyeast 2007 Pilsen Lager,Wyeast,,50.0,,28
921,Rodtoberfest,AMBER LAGER,2014.0,WLP833 German Bock lager yeast,WLP833 German Bock lager yeast,White Labs,WLP833,48.0,58.0,77
922,Michael’s Dunkel,DARK LAGER,2014.0,WLP833 German Bock lager yeast,WLP833 German Bock lager yeast,,,48.0,,14
923,Schmitten Doppelbock,BOCK,2014.0,WLP833 German Bock lager yeast,WLP833 German Bock lager yeast,,,50.0,,30
924,Pat’s RIP’n Kölsch,HYBRID BEER,2014.0,K\u00f6lsch yeast,K\u00f6lsch yeast,,,,,0
925,Neue Altbier,ALTBIER,2014.0,German Ale yeast,German Ale yeast,Wyeast,1007,61.0,35.0,71
926,Fully Monty British Ale,ENGLISH PALE ALE,2014.0,London Ale yeast,London Ale yeast,Wyeast,1028,68.0,68.0,28
927,Way Off Kilter,Amber Ale,2014.0,Scottish ale yeast,Scottish Ale,Wyeast,1728,67.0,67.0,14
928,Big Brown Ale,AMERICAN BROWN ALE,2014.0,American ale yeast,Chico/US-05 (American Ale),Wyeast,1056,68.0,65.0,21
929,Mister Manners,BROWN ALE,2014.0,Wyeast 1968 London ale yeast,Wyeast 1968 London ale yeast,Wyeast,1968,68.0,72.0,11
930,Baltic Porter 13,BALTIC PORTER,2014.0,WLP833 German Bock lager yeast,WLP833 German Bock lager yeast,White Labs,,50.0,50.0,617
931,Rob’s Oatmeal Stout,OATMEAL STOUT,2014.0,WLP002 English ale yeast,WLP002 English ale yeast,White Labs,,68.0,,14
932,Hop-Fu! IPA,IMPERIAL / DOUBLE IPA,2014.0,WLP001 California Ale yeast,WLP001 California Ale yeast,Wyeast,,67.0,67.0,14
933,Yyy’s Man Says,BOCK,2014.0,WLP380 Hefeweizen IV ale yeast,WLP380 Hefeweizen IV ale yeast,,,68.0,65.0,191
934,Brett Strawberry Farmhouse,BELGIAN ALE,2014.0,Farmhouse ale yeast,Farmhouse ale yeast,Wyeast,3726,74.0,70.0,81
935,Red Headed Stranger,FLANDERS RED,2014.0,Wyeast 1056 American Ale yeast,Chico/US-05 (American Ale),Wyeast,1056,64.0,62.0,187
936,Evil Beavr,BELGIAN ALE,2014.0,WLP500 Trappist ale yeast,WLP500 Trappist ale yeast,White Labs,WLP500,66.0,74.0,24
937,Bellanio Farms,BARLEYWINE,2014.0,Wyeast yeast nutrient,Wyeast yeast nutrient,Wyeast,,65.0,65.0,125
938,Razz-Ma-Tazz,CHOCOLATE BEER,2014.0,Irish ale yeast,Irish ale yeast,,WLP004,68.0,,9
939,Hop Canyon Habanero IPA,IPA,2014.0,WLP 001 American ale yeast,WLP 001 American ale yeast,,,64.0,68.0,28
940,Rauch Me Baby!,RAUCHBIER,2014.0,Wyeast 2124 Bohemian lager yeast,Wyeast 2124 Bohemian lager yeast,Wyeast,2124,50.0,,9
941,Emily,COFFEE BEER,2014.0,Wyeast 1028 London ale yeast,Wyeast 1028 London ale yeast,Wyeast,1028,66.0,,66
942,Tupelo Mead,STANDARD MEAD,2014.0,Lalvin 71B-1122,Lalvin 71B-1122,,,68.0,,14
943,2 Mead,FRUIT MEAD,2014.0,Lalvin 71B-1122,Lalvin 71B-1122,,71B-1122,,,15
944,Chjateau Fletty arcs-en-ciels et les Licrones,EXPERIMENTAL MEAD,2014.0,Cross Evolution,Cross Evolution,,,,,0
945,Bartlett Perry,STANDARD CIDER & PERRY,2014.0,Lalvin DV-10,Lalvin DV-10,,,,,0
946,Sweet Heat,SPECIALTY CIDER & PERRY,2014.0,Red Star Cote des Blancs,Red Star Cote des Blancs,,,,55.0,124
947,Springside Armenian Dunkel,DARK LAGER,2006.0,German-style lager yeast,German-style lager yeast,,,55.0,,35
948,Saison de Craisin,BELGIAN ALE,2002.0,/,/,,,75.0,,0
949,Bon-Bon Kölsch,HYBRID BEER,,California Ale yeast,California Ale yeast,WLP001,,68.0,,35
950,Dubbel Your Pleasure,BELGIAN ALE,2011.0,Wyeast 3787 Trappist High Gravity Yeast,Wyeast 3787 Trappist High Gravity Yeast,Wyeast,3787,64.0,,20
951,Summer Time American Wheat Wine,AMERICAN WHEAT,2007.0,California Ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,,,0
952,Regal Pale Ale,AMERICAN PALE ALE,2013.0,/,/,,,67.0,68.0,18
953,Mike’s Belgian Saison,BELGIAN ALE,2005.0,WLP565 or Wyeast 3724,WLP565 or Wyeast 3724,,,75.0,,14
954,Peanut Butter Jelly Time,SPICE & HERB BEER,,WLP002 English Ale,WLP002 English Ale,,,,,0
955,Gluten-Free Chestnut Beer,,2012.0,Windsor Ale Yeast,Windsor Ale Yeast,Lallemand,,,,0
956,Bosmo’s Imperial Cream Ale,CREAM ALE,2008.0,White Labs WLP001 California Ale Yeast,White Labs WLP001 California Ale Yeast,White Labs,,62.0,45.0,25
957,Russian River HopTime Harvest Ale Clone,AMERICAN IPA,2001.0,California Ale Yeast,Chico/US-05 (American Ale),White Labs,WLP001,,,0
958,Cucurbita Pepo (Pumpkin Ale),PUMPKIN BEER,2001.0,Ale yeast,Ale yeast,,,68.0,,21
959,Saison Du Mont,BELGIAN ALE,2009.0,Belgian Saison Yeast,Belgian Saison Yeast,Wyeast or White Labs,3724 or WLP550,76.0,76.0,14
960,Hoegaarden White Clone,BELGIAN ALE,2011.0,Wyeast 3944 Belgian Witbier yeast,Wyeast 3944 Belgian Witbier yeast,Wyeast,3944,68.0,68.0,19
961,German Pils,GERMAN PILSNER,2013.0,2308 Munich Lager,2308 Munich Lager,Wyeast,2308,48.0,30.0,88
962,A Festbier For the Rest Of Us,AMBER LAGER,2013.0,Wyeast 2633 Oktoberfest Blend lager yeast,Wyeast 2633 Oktoberfest Blend lager yeast,Wyeast,2633,50.0,34.0,106
963,Black Dog Lager,DARK LAGER,2013.0,Wyeast 2124 Bohemian Lager,Wyeast 2124 Bohemian Lager,Wyeast,2124,47.0,,37
964,Maibock,BOCK,2013.0,Wyeast 2308 Munich lager,Wyeast 2308 Munich lager,Wyeast,,50.0,35.0,34
965,Wheat Heavy,AMERICAN WHEAT,2013.0,1010 American Wheat,1010 American Wheat,Wyeast,,62.0,,14
966,Rauch Katze,ALTBIER,2013.0,WLP036 Dusseldorf Alt,WLP036 Dusseldorf Alt,White Labs,WLP036,58.0,,21
967,Ol’ Bitter Bastard,ENGLISH PALE ALE,2013.0,West Yorkshire ale yeast,West Yorkshire ale yeast,Wyeast,1469,65.0,,21
968,Russell’s Scottish 80,AMBER ALE,2013.0,California Ale (WLP001),Chico/US-05 (American Ale),White Labs,WLP001,67.0,,14
969,Regal Pale Ale,AMERICAN PALE ALE,2013.0,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,67.0,68.0,18
970,Country Mild,BROWN ALE,2013.0,WLP007 English ale yeast,WLP007 English ale yeast,White Labs,,70.0,,9
971,Scooter’s Lager,BALTIC PORTER,2013.0,WLP833 Bock,WLP833 Bock,White Labs,WLP833,56.0,35.0,36
972,Split Open and Melt,IMPERIAL STOUT,2013.0,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,67.0,,0
973,Pike Ale,AMERICAN IPA,2013.0,California ale yeast,Chico/US-05 (American Ale),White Labs,WLP001,64.0,,26
974,El Hefe (2013),HEFEWEIZEN,2013.0,Wyeast 3068 Weihenstephan Weizen ale yeast,Wyeast 3068 Weihenstephan Weizen ale yeast,Wyeast,3068,62.0,,9
975,Soma,BELGIAN ALE,2013.0,Belgian Saison and French Saison blend,Belgian Saison and French Saison blend,Wyeast,3724/3711,80.0,56.0,31
976,Jam Out… Peach Lambic,FRUIT BEER,2013.0,B. Lambicus,B. Lambicus,Wyeast,,,,0
