recipe_id,recipe_title,style,year,Ca_ppm,Mg_ppm,Na_ppm,Cl_ppm,SO4_ppm,HCO3_ppm,water_description,SO4_Cl_ratio
1024,SaraSodi Cider,NEW ENGLAND CIDER,2012.0,,,,,,,,
1025,Poor Richard’s Ale,HISTORICAL BEER,,,,,,,,,
1026,Dragon’s Milk October Beer,OLD ALE,,,,,,,,,
1027,Ray Spangler’s Pumpkin Spice Beer,PUMPKIN BEER,,,,,,,,,
1028,Dark Night Tangerine Porter,FRUIT BEER,,,,,,,,,
1029,Viking Gold,HELLES,2011.0,,,,,,,,
1030,Stop Looking for Malt Complexity in Pilsners,CZECH / BOHO PILS,2011.0,,,,,,,100% reverse osmosis water,
1031,Vienna Lager,AMBER LAGER,2011.0,,,,,,,,
1032,Black Saxon,DARK LAGER,2011.0,,,,,,,,
1033,Tri-Paul-Bock,BOCK,2011.0,,,,,,,,
1034,$12 Cream Ale,CREAM ALE,2011.0,,,,,,,,
1035,Daily Bread German Ale,ALTBIER,2011.0,,,,,,,,
1036,ESB,ENGLISH PALE ALE,2011.0,11.0,,,,2621.666666666667,,Mash water with minerals added,
1037,Brown-Eyed Woman,AMBER ALE,2011.0,,,,,,,,
1038,Amber Waves of Grain,AMBER ALE,2011.0,,,,,,,,
1039,Northern English Brown Ale,BROWN ALE,2011.0,,,,,,,,
1040,Dreaded Robust Porter,BALTIC PORTER,2011.0,,,,,,,,
1041,Badenov Russian Imperial Stout,IMPERIAL STOUT,2011.0,,,,,,,,
1042,Tsunami IPA,AMERICAN IPA,2011.0,,,,,,,,
1043,Roggen (2011),ROGGENBIER,2011.0,,,,,,,"not specified, assume typical water profile for brewing",
1044,Shane’s Witbier,BELGIAN ALE,2011.0,,,,,,,,
1045,You Snooze You Gueuze,GUEUZE,2011.0,,,,,,,,
1046,Chimayo Azul,BELGIAN ALE,2011.0,,,,,,,,
1047,Neural Rust,Barleywine,2011.0,544.6428571428572,,,,1276.7857142857144,,In mash,
1048,Hop Fruity,AMERICAN PALE ALE,2011.0,,,,,,,,
1049,Stef’s Olive Beer,SPICE & HERB BEER,2011.0,,,,,,,,
1050,Smoke Screen,RAUCHBIER,2011.0,,,,,,,,
1051,Urban UFO,BARLEYWINE,2011.0,,,,,,,,
1052,Tupelo Mead,STANDARD MEAD,2011.0,,,,,,,RO water,
1053,Adore,FRUIT MEAD,2011.0,,,,,,,Filtered St. Paul water up to volume,
1054,Blasphemy at Gobblers Roost,CYSER / APPLE MEAD,2011.0,,,,,,,"Apple juice, apple juice concentrate, raisins, oak chips soaked in whiskey",
1055,Squirt’s Perry,STANDARD CIDER & PERRY,2011.0,,,,,,,"Fresh pear cider from Ritter’s Cider Mill, 6.0 gallons (22.71 L)",
1056,Eve’s Demise,SPECIALTY CIDER & PERRY,2011.0,,,,,,,Apple and pear juices used as fermentables,
1057,Rogerfest Cherry Wood Lager,AMBER LAGER,2009.0,,,,,,,,
1058,Hop Woo IPA+,IMPERIAL / DOUBLE IPA,2010.0,,,,,,,,
1059,Eisbock,BOCK,,,,,,,,,
1060,Framboise,FRUITED SOUR,,,,,,,,,
1061,Marzen,AMBER LAGER,,,,,,,,,
1062,Biere de Garde,BELGIAN ALE,,,,,,,,,
1063,Classic American Pilsner,AMERICAN PILSNER,,,,,,,,,
1064,Grey Skies Porter,BALTIC PORTER,,,,,,,,,
1065,Rose’s Russian Imperial Stout,IMPERIAL STOUT,1992.0,,,,,,,,
1066,Buffalo Pass Brown Ale,AMERICAN BROWN ALE,1995.0,,,,,,,,
1067,461 Dortmunder Export,HELLES,2010.0,,,,,,,Treat water with 5.5 g calcium chloride.,
1068,BoPils,CZECH / BOHO PILS,2010.0,,,,,,,,
1069,Maerzen,AMBER LAGER,2010.0,,,,,,,,
1070,Tara’s Slam Dunkel,DARK LAGER,2010.0,,,,,,,treated sparge water with 1/2 tsp calcium carbonate,
1071,Isebock,BOCK,2010.0,,,,,,,,
1072,Helios Kölsch,HYBRID BEER,2010.0,,,,,,,50% West Los Angeles and 50% distilled.,
1073,NJ Steam 143,AMBER LAGER,2010.0,,,,,,,"Water treated with 1.3 g CaCl, 0.8 g CaSO4, and lactic acid.",
1074,Guvnah,ENGLISH PALE ALE,2010.0,,,,,,,,
1075,Scotch Bingerson’s Rehydration Fluid,AMBER ALE,2010.0,,,,,,,,
1076,Opening Day Pale Ale,AMERICAN PALE ALE,2010.0,,,,,,,Water treated with Burton salts.,
1077,Thomas Toes Mild,Brown Ale,2010.0,,,,,,,,
1078,Raspberry Blossom Mead,STANDARD MEAD,2010.0,,,,,,,Carbon filtered water,
1079,Apple Juiced!,CYSER / APPLE MEAD,2010.0,,,,,,,,
1080,Cinnamon-Vanilla Metheglin,HERB & SPICE MEAD,2010.0,,,,,,,Carbon-filtered water to target volume,
1081,Stephan and Mark’s Apple Cider,STANDARD CIDER & PERRY,2010.0,,,,,,,Apple juice,
1082,Anjie’s Applewine,SPECIALTY CIDER & PERRY,2010.0,,,,,,,,
1083,O’bama-lot,AMERICAN LAGER,2009.0,,,,,,,,
1084,Steve’s Classic American Pilsner,PILSNER,2009.0,,,,,,,,
1085,Oktoberfest Hallertau,OKTOBERFEST,2009.0,,,,,,,,
1086,Brian’s Eisbock,BOCK,2009.0,,,,,,,,
1087,"Bye Bye, Miss American Rye",WHEAT & RYE BEER,2009.0,,,,,,,,
1088,Michael’s Dusseldorf Alt,ALTBIER,2009.0,,,,,,,,
1089,Janet’s Brown Ale,AMERICAN BROWN ALE,2004.0,110.0,18.0,17.0,50.0,350.0,,"Water profile with Ca 110 ppm, Mg 18 ppm, Na 17 ppm, SO4 350 ppm, Cl 50 ppm.",7.0
1090,Wewahitchka Special Reserve,SEMI-SWEET MEAD,2009.0,,,,,,,,
1091,Two Cherry Tupelo Mead,Fruit Mead,2009.0,,,,,,,,
1092,Eric’s Mead,FRUIT MEAD,2009.0,,,,,,,"3.5 gallons water added initially, fermentation with berries and other additions in 3.5 gallons water.",
1093,Jeff’s Common Cider,STANDARD CIDER & PERRY,2009.0,,,,,,,"51% juice from fresh pressed apples, rest water, possibly with additional sugars or adjuncts as per directions",
1094,Gary’s Cider,NEW ENGLAND CIDER,2009.0,,,,,,,60 gal freshly pressed cider,
1095,Billy Bob Mississippi Lager,AMERICAN LAGER,2008.0,135.0,,,241.0,,,Water treatment with calcium chloride,
1096,Liquid Sunshine,CZECH / BOHO PILS,2008.0,,,,,,,,
1097,Jim’s Vienna,AMBER LAGER,2008.0,,,,,,,,
1098,Eric’s Munich Dunkel,DARK LAGER,2008.0,,,,,,,,
1099,Dave’s Bock,BOCK,2008.0,,,,,,,,
1100,Kari’s Cream Ale,CREAM ALE,2008.0,,,,,,,,
1101,SummersALT,ALTBIER,2008.0,,,,,,,Mash grains with calcium chloride and gypsum,
1102,Kevin’s Standard Bitter,ENGLISH PALE ALE,2008.0,,,,,,,,
1103,"If It Ain’t Scottish, It’s Crap!",AMBER ALE,2008.0,,,,,,,,
1104,Lara Pale Ale (2008),AMERICAN PALE ALE,2008.0,,,,,,,,
1105,Nutty Professor Ale,BROWN ALE,2008.0,,,,,,,,
1106,Paul’s Robust Porter,BALTIC PORTER,2008.0,,,,,,,,
1107,Fostag Stout,AMERICAN STOUT,2008.0,,,,,,,,
1108,Pliny the Elder Clone,AMERICAN IPA,2008.0,,,,,,,Gypsum added in mash during brewing,
1109,England-Weizen,HEFEWEIZEN,2008.0,,,,,,,,
1110,100% Brettanomyces,BELGIAN ALE,2008.0,,,,,,,,
1111,Kristen’s Berliner Weisse,BERLINER WEISSE,2008.0,,,,,,,,
1112,Have a Nice Tripel,BELGIAN ALE,2008.0,,,,,,,,
1113,Cheap Leather Jackety Barley Wine,BARLEYWINE,2008.0,,,,,,,,
1114,It’s All Mine So Keep Back Berliner Weisse,BERLINER WEISSE,2008.0,,,,,,,,
1115,Paul’s American Wheat Ale with Lemon,AMERICAN WHEAT,2008.0,,,,,,,"80% reverse osmosis water, 20% filtered tap water",
1116,Burnin’ Down the House,BOCK,2008.0,,,,,,,Reverse osmosis water,
1117,Ben Franklin’s Ale,HISTORICAL BEER,2008.0,,,,,,,,
1118,Brewer Brian’s Orange Blossom Mead aka Batch #93 1/2,SEMI-SWEET MEAD,2008.0,,,,,,,,
1119,Two Cherry Tupelo,FRUIT MEAD,2008.0,,,,,,,Filtered St. Paul water up to volume,
1120,Not Mary Ann,HERB & SPICE MEAD,2008.0,,,,,,,,
1121,Westside Cider,STANDARD CIDER & PERRY,2008.0,,,,,,,,
1122,Cheater’s Cherries,FRUIT CIDER & PERRY,2008.0,,,,,,,,
1123,Kristen and Orsolya’s Munich Helles,HELLES,2007.0,,,,,,,,
1124,Greg and Liz’s Pilsner,PILSNER,2007.0,,,,,,,,
1125,Saison d’Ete,BELGIAN ALE,2007.0,,,,,,,,
1126,Jamil’s Flanders Red,FLANDERS RED,2007.0,,,,,,,,
1127,John5s Belgian Dark Strong,BELGIAN ALE,2007.0,,,,,,,,
1128,Old Blood & Guys – California,BARLEYWINE,2007.0,,,,,,,,
1129,Summer Breeze,AMERICAN WHEAT,2007.0,,,,,,,,
1130,Mild Jalape,AMBER ALE,2007.0,,,,,,,,
1131,Dare to Roeselare,FLANDERS RED,2007.0,,,,,,,,
1132,Richard’s Chipotle Pepper Bock,BOCK,2007.0,,,,,,,,
1133,Orange Blossom Mead,SEMI-SWEET MEAD,2007.0,,,,,,,,
1134,Chateau Fletty Barrel Select,FRUIT MEAD,2007.0,,,,,,,Water,
1135,Mixed Breed Beauty,HERB & SPICE MEAD,2007.0,,,,,,,Water used is 5 gallons,
1136,Joseph’s English Cider,ENGLISH CIDER,2007.0,,,,,,,Freshly pressed Northern Spy apple juice,
1137,Betty Crocker’s Apple Pie Cider,SPECIALTY CIDER & PERRY,2007.0,,,,,,,,
1138,Champagne Lager,AMERICAN LAGER,2006.0,,,,,,,,
1139,Drei Liebchen Deutsche Pils,GERMAN PILSNER,2006.0,,,,,,,,
1140,Oface Ofest,OKTOBERFEST,2006.0,,,,,,,,
1141,Jonathon’s Dark Lager,DARK LAGER,2006.0,,,,,,,,
1142,Dominator,BOCK,2006.0,,,,,,,,
1143,Ted’s Cream Ale,CREAM ALE,2006.0,,,,,,,,
1144,Bob’s Bitter,ENGLISH PALE ALE,2006.0,,,,,,,,
1145,Sand Hill Scottie,AMBER ALE,2006.0,,,,,,,,
1146,Drunk Monk Pale Ale,AMERICAN PALE ALE,2006.0,,,,,,,,
1147,Nut Brown,BROWN ALE,2006.0,,,,,,,,
1148,Greg and Liz’s Baltic Porter,BALTIC PORTER,2006.0,,,,,,,,
1149,RIS,IMPERIAL STOUT,2006.0,,,,,,,,
1150,Chicken Creek IPA,AMERICAN IPA,2006.0,,,,,,,,
1151,Peter Nelson’s RoggenBier,ROGGENBIER,2006.0,,,,,,,,
1152,Tyce’s Wit,BELGIAN ALE,2006.0,,,,,,,,
1153,Throwing the Dice Again!,BELGIAN ALE,2006.0,,,,,,,,
1154,Jamil’s Belgian Strong Dark Ale,BELGIAN ALE,2006.0,,,,,,,,
1155,Jeff’s Old ale,OLD ALE,2006.0,,,,,,,,
1156,Blackberry & Cream,FRUIT BEER,2006.0,,,,,,,,
1157,Vanilla Cream Stout,SPICE & HERB BEER,2006.0,,,,,,,,
1158,Jamil’s Classic Rauchbier,RAUCHBIER,2006.0,,,,,,,,
1159,Garden Gruit,HISTORICAL BEER,2006.0,,,,,,,,
1160,Mint Blossom Mead,STANDARD MEAD,2006.0,,,,,,,,
1161,Summer Berry III,FRUIT MEAD,2006.0,,,,,,,,
1162,Spruce Tip Love Juice,HERB & SPICE MEAD,2006.0,,,,,,,,
1163,Peach Ridge Cider,FRENCH CIDER,2006.0,,,,,,,"Unfiltered Orchard cider, 5.5 gallons (20.8 L)",
1164,Spiced Cider,SPECIALTY CIDER & PERRY,2006.0,,,,,,,,
1165,Golden Era Lager,PILSNER,2005.0,,,,,,,,
1166,Little Vienna,AMBER LAGER,2005.0,,,,,,,,
1167,Heilige Helles,BOCK,2005.0,,,,,,,,
1168,Summer Kölsch,HYBRID BEER,2005.0,,,,,,,,
1169,Ed’s Alt,ALTBIER,2005.0,,,,,,,,
1170,True Brit,ENGLISH PALE ALE,2005.0,,,,,,,,
1171,Curt and Kathy’s Scottish 60/-,AMBER ALE,2005.0,,,,,,,,
1172,Screaming Viking Pale Ale,AMERICAN PALE ALE,2005.0,,,,,,,,
1173,Jamil’s English Brown,BROWN ALE,2005.0,,,,,,,,
1174,Black Hills Porter,BALTIC PORTER,2005.0,,,,,,,,
1175,Veronica’s Imperial Stout,IMPERIAL STOUT,2005.0,,,,,,,,
1176,13 Mile IPA,ENGLISH IPA,2005.0,,,,,,,,
1177,Paul’s Hefeweizen,HEFEWEIZEN,2005.0,,,,,,,,
1178,Brian’s Wit,BELGIAN ALE,2005.0,,,,,,,,
1179,Oh To Daisy,BELGIAN ALE,2005.0,,,,,,,,
1180,Blunt Trauma,BELGIAN ALE,2005.0,,,,,,,,
1181,Arrogant Barrister,BARLEYWINE,2005.0,,,,,,,not specified explicitly,
1182,Kölsch Abuse,FRUIT BEER,2005.0,,,,,,,,
1183,Love Potino #9,IMPERIAL STOUT,2005.0,,,,,,,,
1184,Bellringer,HISTORICAL BEER,2005.0,,,,,,,,
1185,Mongo Like Candy!,STANDARD MEAD,2005.0,,,,,,,,
1186,Pyment (Grape Melomel) with Muscat Grape Juice and Sage Blossom Honey,FRUIT MEAD,2005.0,,,,,,,,
1187,Sweetness of the Holy Fire,EXPERIMENTAL MEAD,2005.0,,,,,,,Water profile not specified,
1188,"PME Trail #2, Batch #4",FRENCH CIDER,2005.0,,,,,,,,
1189,E-Dawg Baked Apple,SPECIALTY CIDER & PERRY,2005.0,,,,,,,,
1190,Whiz-Bang! Belgian Dark Strong Ale,BELGIAN DARK STRONG ALE,2023.0,70.0,4.0,7.0,48.0,77.0,,"Ca 70 ppm, Mg 4 ppm, Na 7 ppm, Cl 48 ppm, SO4 77 ppm",1.6041666666666667
1191,Challenge Accepted American Amber Ale,AMERICAN AMBER ALE,2023.0,106.0,0.0,2.0,75.0,154.0,,"Ca 106 ppm, Mg 0 ppm, Na 2 ppm, Cl 75 ppm, SO4 154 ppm",2.0533333333333332
1192,Philly Sour Saison,SAISON,2024.0,,,,,,,,
1193,Horizon Pale Ale,AMERICAN PALE ALE,2023.0,50.0,10.0,5.0,45.0,105.0,,RO water with mineral additions to specifications of Bru’n Water,2.3333333333333335
1194,One Way or Another Guava Blonde Ale,FRUIT BEER,2023.0,100.0,15.0,37.0,50.0,238.0,69.0,"Calcium 100 ppm, Magnesium 15 ppm, Sodium 37 ppm, Sulphate 238 ppm, Chloride 50 ppm, Bicarbonate 69 ppm",4.76
1195,Old Man Johnson’s Farm Catharina Sour,SOUR ALE,2023.0,75.0,,,50.0,100.0,,"Ca 75 ppm, Cl 50 ppm, SO4 100 ppm",2.0
1196,Iceberg! Kölsch,KOLSCH,2023.0,80.0,0.0,0.0,34.0,30.0,,"Bulk treat 10 gal. (37.85 L) RO water with 2 g each pickling lime, gypsum, and calcium chloride.",0.8823529411764706
1197,Kilt Dropper Wee Heavy,AMBER ALE,2023.0,66.0,15.0,29.0,57.0,51.0,176.0,"RO water with salt additions to mash water, salts added to sparge water, pH adjusted to 5.6, sparged at 170°F until about 8 gal of wort collected.",0.8947368421052632
1198,Midnight Beach Dream (Dunkles Weissbier),DUNKELWEIZEN,2023.0,,,,,,,,
1199,Highwayman Saison,SAISON,2023.0,75.0,7.0,74.0,93.0,134.0,76.0,"Ca 75 ppm, Mg 7 ppm, Na 74 ppm, Cl 93 ppm, SO4 134 ppm, HCO3 76 ppm",1.4408602150537635
1200,Extra Special Beautiful ESB,ENGLISH BITTER,2024.0,,,,,,,Burton water profile,
1201,Oak Flower Hazy IPA,IPA,2023.0,,,,,,,,
1202,Fubarleywine,Barleywine,2021.0,228.0,7.0,43.0,217.0,265.0,132.0,"Ca 228 ppm, Mg 7 ppm, Na 43 ppm, SO4 265 ppm, Cl 217 ppm, HCO3 132 ppm",1.2211981566820276
1203,The Son of Grapefruit Xtra Pale Ale,AMERICAN PALE ALE,2019.0,,,,,,,,
1204,Roger That Roggenbier,ROGGENBIER,2018.0,,,,,,,,
1205,Lou’s Best ESB,ENGLISH PALE ALE,2018.0,,,,,,,Carbon-filtered tap water,
1206,Stewpid Propino Scottish Ale,AMBER ALE,2018.0,,,,,,,"Mash and sparge water with CaCl2, pH adjusted to 3 with lactic acid",
1207,Alabama Hopslammer American Pale Ale,AMERICAN PALE ALE,2018.0,100.0,,,70.0,150.0,,"Water with 100 ppm Ca, 70 ppm Cl, 150 ppm SO4",2.142857142857143
1208,Wood St. Common,AMBER LAGER,2018.0,66.0,6.0,5.0,56.0,56.0,15.0,"Mash water with 66 ppm Ca, 6 ppm Mg, 5 ppm Na, 56 ppm SO4, 95 ppm Cl, 15 ppm HCO3.",1.0
1209,Hey Man Dark Mild,BROWN ALE,2018.0,,,,,,,,
1210,Beerwreckdus Oatmeal Stout,OATMEAL STOUT,2018.0,,,,,,,,
1211,George and Aaron’s Pre-Prohibition Porter,PORTER,2018.0,,,,,,,Not explicitly detailed; assumed standard brewing water with minerals adjustments such as gypsum and calcium chloride,
1212,Scottish Crème Brulee Ale,AMBER ALE,2018.0,,,,,,,,
1213,Blue Barrel Sour,SOUR ALE,2018.0,,,,,,,Half reverse osmosis and half charcoalfiltered tap water,
1214,Benedictus Gruit Ale,HISTORICAL BEER,2018.0,,,,,,,,
1215,No Fail Stout (Gluten-free),STOUT,2017.0,,,,,,,,
1216,SLF Pale Ale,AMERICAN PALE ALE,2018.0,,,,,,,,
1217,Kevin’s Mom,HEFEWEIZEN,2018.0,,,,,,,,
1218,Holier than Meow Hefeweizen,HEFEWEIZEN,2018.0,,,,,,,,
1219,Left on Colden Hefeweizen,HEFEWEIZEN,2018.0,,,,,,,Priming water to carbonate,
1220,Corn Tripel,BELGIAN ALE,2005.0,,,,,,,,
1221,No Quarter Smoked Porter,PORTER,,,,,,,,,
1222,Walkin’ with the Man Strong Belgian Ale,BELGIAN ALE,2003.0,,,,,,,,
1223,Zane’s NZ Pale Ale,AMERICAN PALE ALE,2013.0,,,,,,,,
1224,Wynkoop Colorojo Clone,AMBER ALE,2013.0,,,,,,,Denver city water acidulated with gypsum or acid malt,
1225,South Cyde Brown Ale Recipe,BROWN ALE,2012.0,,,,,,,,
1226,Bald Belgian Blonde,BELGIAN ALE,2012.0,,,,,,,Use the brew in a bag method with 4.5 gallons of water at 150°F for mash,
1227,Poblano Wit,BELGIAN ALE,2013.0,,,,,,,,
1228,Dark English Barleywine,BARLEYWINE,2010.0,168.75,,,301.25,,,RO water with 1 tsp CaCl2 in mash,
1229,Miss Vickie,Blonde Ale,2012.0,,,,,,,,
1230,Ctrl + Alt + Delete,ALTBIER,2012.0,135.55555555555557,,,,317.77777777777777,,,
1231,Bit of Bitter,ENGLISH PALE ALE,2012.0,,,,,,,,
1232,Albanach Láidir,AMBER ALE,2012.0,,,,,,,,
1233,West Coast Blaster,AMBER ALE,2012.0,,,,,,,Carbon filtered Round Rock city water,
1234,Nick’s Northern English Brown Ale,BROWN ALE,2012.0,,,,,,,,
1235,Brown Bag Brown Porter,AMERICAN PORTER,2012.0,,,,,,,,
1236,Chernaya Polnoch RIS,IMPERIAL STOUT,2012.0,,,,,,,,
1237,Hop-Fu,AMERICAN IPA,2012.0,,,,,,,,
1238,Three King’s Baltic Porter,BALTIC PORTER,2010.0,,,,,,,,
1239,Glenn’s Oatmeal Stout,OATMEAL STOUT,2010.0,,,,,,,,
1240,Hop-Fu,AMERICAN IPA,2010.0,,,,,,,,
1241,Roggen (2010),ROGGENBIER,2010.0,,,,,,,,
1242,Saison Lite 139,BELGIAN ALE,2010.0,93.10344827586208,,,166.20689655172416,,,"Water treatment: 2 g CaCl, 1 g CaSO4 and lactic acid.",
1243,Zed’s Dead Red,FLANDERS RED,2010.0,,,,,,,,
1244,Sully’s Belgian Blonde,BELGIAN ALE,2010.0,,,,,,,,
1245,JJs Barleywine,BARLEYWINE,2010.0,,,,,,,,
1246,Peaches – N – Cream Hefe,FRUIT BEER,2010.0,,,,,,,,
1247,Zingibier,BELGIAN ALE,2010.0,,,,,,,,
1248,Spanish Cedar IPA,IPA,2010.0,,,,,,,"Treat water with 1 tsp CaCl, and 2 tsp gypsum.",
1249,Old Ale with Grapes and Honey,FRUIT BEER,2010.0,,,,,,,,
1250,Jimmy’s ESB,ENGLISH PALE ALE,2009.0,,,,,,,,
1251,Lara Pale Ale (2009),AMERICAN PALE ALE,2009.0,,,,,,,,
1252,Modest Mild,BROWN ALE,2009.0,,,,,,,,
1253,Geoff’s Robust Porter,Baltic Porter,2009.0,,,,,,,,
1254,Redridge Stout,FOREIGN / TROPICAL STOUT,2009.0,,,,,,,,
1255,Blitzkrieg Hops,ENGLISH IPA,2009.0,,,,,,,,
1256,El Hefe (2009),HEFEWEIZEN,2009.0,192.85714285714286,,,344.2857142857143,,,RO water with 1 tsp CaCl2 in mash,
1257,Jeff’s Belgian Ale,BELGIAN ALE,2009.0,277.27272727272725,,,,650.0,,,
1258,Creative Destruction Barleywine,BARLEYWINE,2009.0,,,,,,,,
1259,Mashing Pumpkins Spiced Saison,BELGIAN ALE,2009.0,,,,,,,,
1260,Ramon’s Kölsch,HYBRID BEER,2007.0,,,,,,,,
1261,JZ Alt,ALTBIER,2007.0,,,,,,,,
1262,Bears Bitter,ENGLISH PALE ALE,2007.0,,,,,,,,
1263,Kaltrauch Rauchbier (2023),RAUCHBIER,2023.0,65.0,7.0,20.0,120.0,75.0,100.0,"Ca 65 ppm, Mg 7 ppm, Na 20 ppm, Cl 120 ppm, SO4 75 ppm, HCO3 100 ppm",0.625
1264,Kyle’s Bavarian Pils,German Pilsner,2018.0,1.380681818181818,0.14181818181818182,,2.464772727272727,1.5272727272727271,,"Reverse osmosis water, CaCl2 0.45 g/gal, MgSO4 0.12 g/gal., 88% lactic acid, 0.2 mL/gal.",0.6196403872752421
1265,Lovelace Vienna Lager,AMBER LAGER,2018.0,,,,,,,Low-mineral tap water,
1266,Dark Rhine Schwarzbier,DARK LAGER,2018.0,,,,,,,,
1267,Aurora Helles Bock,BOCK,2018.0,168.75,,,301.25,,,Distilled water,
1268,Propensity Pilsener Lager,GERMAN PILSNER,,,,,,,,,
1269,Black Saxon 2,DARK LAGER,2012.0,,,,,,,,
1270,The Noidinator,BOCK,2012.0,,,,,,,,
1271,Zen Bock,BOCK,2012.0,,,,,,,,
1272,"Thanks, Curt",FRUIT BEER,2009.0,,,,,,,,
1273,Brisket in a Bottle,RAUCHBIER,2009.0,,,,,,,,
1274,GB Märzen,AMBER LAGER,2007.0,,,,,,,,
1275,Steve and Dan’s Schwarzbier,DARK LAGER,2007.0,,,,,,,,
1276,Bitezen Bock,BOCK,2007.0,,,,,,,,
1277,Brazillionaire Semi-Sweet Mead,STANDARD MEAD,2023.0,,,,,,,Water (4 gallons),
1278,Frankenbutter! Specialty Mead,EXPERIMENTAL MEAD,2023.0,,,,,,,"Hot tap water, primary",
1279,Tupearelo Pear Mead,FRUIT MEAD,2023.0,,,,,,,Spring water to reach 5 gallons,
1280,Over the Falls in a Gin Barrel Specialty Mead,SPECIALTY MEAD,2023.0,,,,,,,,
1281,Fresh PRINZ Cyser,FRUIT MEAD,2023.0,,,,,,,,
1282,Norwegian Farmhouse-Inspired Mead,EXPERIMENTAL MEAD,2022.0,,,,,,,Low carbonate/sulfate chlorine/chloramine free water,
1283,That Guy Wins Too Much (Experimental Mead),EXPERIMENTAL MEAD,2022.0,,,,,,,Spring water used for brewing,
1284,Lawnmower Mead,FRUIT MEAD,2022.0,,,,,,,distilled,
1285,Ode to H.O.D. Melomel,FRUIT MEAD,2022.0,,,,,,,Spring water,
1286,Cherry Dangerous Mead,Stone Fruit Mead,2022.0,,,,,,,reverse osmosis water,
1287,You’re My Boy Blue (B2) Berry Mead,BERRY MEAD,2022.0,,,,,,,Spring water for starter,
1288,Cab Pyment II,PYMENT / GRAPE MEAD,2022.0,,,,,,,Reverse osmosis water,
1289,Matthew’s Cyser,CYSER / APPLE MEAD,2022.0,,,,,,,,
1290,Blends Without Friends Sweet Mead,SWEET MEAD,2022.0,,,,,,,Spring water used,
1291,Crimson Stag,PYMENT / GRAPE MEAD,2021.0,,,,,,,,
1292,Dwójniak Figa Mead,HISTORICAL MEAD,2021.0,,,,,,,,
1293,Ode to Repas Fruit & Spice Mead,FRUIT MEAD,2021.0,,,,,,,,
1294,Michigan U-Pick: Montmorency Vs. Balaton Stone Fruit Mead,STONE FRUIT MEAD,2021.0,,,,,,,Bottled spring water used for yeast rehydration,
1295,Leatherwood Dry Mead,DRY MEAD,2021.0,,,,,,,Bottled spring water,
1296,Orange Blossom Traditional Mead,STANDARD MEAD,2021.0,,,,,,,"RO or spring water, UV treated",
1297,Ken Schramm’s Dry Show Mead,STANDARD MEAD,,,,,,,,Approximately enough to make 5 gallons,
1298,Hairy Vetch Traditional Mead (1 gallon recipe),STANDARD MEAD,2021.0,,,,,,,Water used in recipe,
1299,Susan’s Traditional Mead + Bochet,SWEET MEAD,2021.0,,,,,,,,
1300,Carvin’s Traditional Mead,,2021.0,,,,,,,"Potable dechlorinated water low in minerals, or reverse osmosis/spring water",
1301,Mead Day 2020 Traditional Mead,STANDARD MEAD,2020.0,,,,,,,"RO or spring water, dechlorinated",
1302,What a Blend! Mead,SEMI-SWEET MEAD,2020.0,,,,,,,,
1303,Small Mead after Digbie (Modern Version),,2020.0,,,,,,,,
1304,Primordial Plot Cyser,CYSER / APPLE MEAD,2020.0,,,,,,,,
1305,Desert Gold Mead,SEMI-SWEET MEAD,2019.0,,,,,,,,
1306,Better Yeast Management Mead,STANDARD MEAD,2020.0,,,,,,,,
1307,"Strong, Sweet, Simple Mead",STANDARD MEAD,2020.0,,,,,,,,
1308,Mr. Anderson’s El Hefe’s El Pogo,FRUIT MEAD,2020.0,,,,,,,,
1309,Amy Olsen’s Morat,BERRY MEAD,2020.0,,,,,,,,
1310,Jiggly Puff and Stuff,STANDARD MEAD,2019.0,,,,,,,,
1311,Winter Spiced Mead,HERB & SPICE MEAD,2015.0,,,,,,,Bottled spring water is best,
1312,Buzzzed Cyser,CYSER / APPLE MEAD,2019.0,,,,,,,Kirkland apple juice,
1313,Chateau Gates Cyser,CYSER / APPLE MEAD,2019.0,,,,,,,Apple cider,
1314,Blueberry Vice Melomel,BERRY MEAD,2019.0,,,,,,,,
1315,Don’t Poke the Doughboy,HERB & SPICE MEAD,2019.0,,,,,,,,
1316,Cherry Mead,FRUIT MEAD,2019.0,,,,,,,,
1317,Hairy Vetch Traditional Mead,STANDARD MEAD,2019.0,,,,,,,,
1318,Pinot “Newer” Pyment,FRUIT MEAD,2019.0,,,,,,,Spring water,
1319,Aji Panca Spiced Mead,EXPERIMENTAL MEAD,2019.0,,,,,,,,
1320,T’alla Braggot,BRAGGOT,2019.0,,,,,,,Water for steeping and fermentation,
1321,T’ej Mead,HERB & SPICE MEAD,2019.0,,,,,,,Tap or bottled water,
1322,Covfefe Traditional Mead,SEMI-SWEET MEAD,2019.0,,,,,,,Water for mixing and fermentation,
1323,Bucktart Cherry Mead,FRUIT MEAD,2019.0,,,,,,,,
1324,"Old and Delicious, But Enough About Us Mead",HISTORICAL MEAD,2019.0,,,,,,,,
1325,Prairie Rose Meadery Vanilla Cinnamon Mead,EXP,2019.0,,,,,,,Charcoal filtered water,
1326,Mango Black Tea Short Mead,EXPERIMENTAL MEAD,2016.0,,,,,,,De-chlorinated water,
1327,Indian Summer Berry Melomel,BERRY MEAD,2014.0,,,,,,,Water used in fermentation,
