"title","style","year","url","original_category","final_category","medal","batch_size_gal","og","fg","abv_pct","ibu","srm","efficiency_pct","malts_json","hops_json","yeast_json","adjuncts_json","num_malts","num_hops","num_adjuncts","mash_type","mash_steps_json","num_mash_steps","boil_time_min","fermentation_stages_json","num_fermentation_stages","water_description","water_Ca_ppm","water_Mg_ppm","water_Na_ppm","water_Cl_ppm","water_SO4_ppm","water_HCO3_ppm","water_salt_additions_json","water_volume_gal","extract_version"
"An English Braggot","BRAGGOT","","https://www.homebrewersassociation.org/homebrew-recipe/an-english-braggot/","['All-Grain', 'Ale', 'Mead']","Beer","No Medal","5.0","1.104","","","","","","[{""name"": ""Amber/Biscuit malt"", ""amount"": 12.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Pale malt"", ""amount"": 6.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Honey"", ""amount"": 2.0, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Low-alpha English hop"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": null, ""time_min"": null, ""usage"": """", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": """", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""Cinnamon"", ""amount"": 0.8, ""unit"": ""oz"", ""category"": ""spice"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""Black or Long Pepper"", ""amount"": 0.8, ""unit"": ""oz"", ""category"": ""spice"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""Chopped candied ginger"", ""amount"": 0.8, ""unit"": ""oz"", ""category"": ""spice"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""Galingale"", ""amount"": 0.2, ""unit"": ""oz"", ""category"": ""spice"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""Cloves"", ""amount"": 0.2, ""unit"": ""oz"", ""category"": ""spice"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""Honey"", ""amount"": 2.0, ""unit"": ""lb"", ""category"": ""sugar"", ""timing"": ""secondary"", ""purpose"": ""fermentation"", ""notes"": null}]","3","1","6","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 154.0, ""time_min"": 60}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": null, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": null, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}, {""stage"": ""Mature"", ""start_temp_F"": null, ""end_temp_F"": null, ""duration_days"": 245, ""ramp_per_day_F"": null}]","3","","","","","","","","","",""
"Dave’s Dreaded Sunday Steam Beer","AMBER LAGER","1999.0","https://www.homebrewersassociation.org/homebrew-recipe/daves-dreaded-sunday-steam-beer/","['All-Grain', 'Lager']","Beer","No Medal","10.0","1.06","1.017","5.64","","15.0","","[{""name"": ""pale malt"", ""amount"": 12.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""light Munich malt"", ""amount"": 6.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Cara-Pils malt"", ""amount"": 1.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""60\\u00b0 L crystal malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""20\\u00b0 L crystal malt"", ""amount"": 0.91, ""unit"": ""kg"", ""color_L"": null}]","[{""name"": ""Northern Brewer"", ""amount"": 2.0, ""unit"": ""oz"", ""alpha_acid_pct"": 9.2, ""time_min"": 90, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Northern Brewer"", ""amount"": 1.5, ""unit"": ""oz"", ""alpha_acid_pct"": 9.2, ""time_min"": 45, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Liberty"", ""amount"": 2.0, ""unit"": ""oz"", ""alpha_acid_pct"": 4.5, ""time_min"": 2, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""No. 2112 California lager yeast"", ""brand"": null, ""product_code"": null, ""starter_volume_L"": null}","[]","5","3","0","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 156.0, ""time_min"": 60}]","1","","[{""stage"": ""Primary"", ""start_temp_F"": 60.0, ""end_temp_F"": null, ""duration_days"": 20, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": 40.0, ""end_temp_F"": null, ""duration_days"": 60, ""ramp_per_day_F"": null}]","2","","","","","","","","","",""
"Beast Mauler Tripel","BELGIAN ALE","2005.0","https://www.homebrewersassociation.org/homebrew-recipe/beast-mauler-tripel/","['All-Grain', 'Ale']","Beer","No Medal","5.0","1.082","1.02","8.14","","8.0","","[{""name"": ""Pilsener malt"", ""amount"": 13.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""aromatic malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Belgian candy sugar (clear)"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""corn sugar"", ""amount"": 0.25, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Styrian Goldings"", ""amount"": 1.5, ""unit"": ""oz"", ""alpha_acid_pct"": 5.2, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau Hersbrucker"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 4.5, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Saaz"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 3.7, ""time_min"": 15, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Wyeast 3787 Belgian Trappist Yeast"", ""brand"": ""Wyeast"", ""product_code"": ""3787"", ""starter_volume_L"": null}","[{""item"": ""bitter orange peel"", ""amount"": 0.25, ""unit"": ""tsp"", ""category"": ""spice"", ""timing"": ""last 10 min of boil"", ""purpose"": null, ""notes"": null}, {""item"": ""sweet orange peel"", ""amount"": 0.25, ""unit"": ""tsp"", ""category"": ""spice"", ""timing"": ""last 10 min of boil"", ""purpose"": null, ""notes"": null}, {""item"": ""coriander"", ""amount"": 0.25, ""unit"": ""tsp"", ""category"": ""spice"", ""timing"": ""last 10 min of boil"", ""purpose"": null, ""notes"": null}, {""item"": ""Irish Moss"", ""amount"": null, ""unit"": null, ""category"": ""processing_aid"", ""timing"": ""last 15 min of boil"", ""purpose"": null, ""notes"": null}]","4","3","4","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 152.0, ""time_min"": 90}]","1","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 72.0, ""end_temp_F"": null, ""duration_days"": null, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
"Easter Quad","BELGIAN ALE","","https://www.homebrewersassociation.org/homebrew-recipe/easter-quad/","['All-Grain', 'Ale']","Beer","No Medal","10.0","1.082","","","24.2","22.7","","[{""name"": ""American Pale malt"", ""amount"": 33.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""CaraMunich malt"", ""amount"": 2.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Carafa Special II"", ""amount"": 0.38, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Hallertauer Tradition pellet hops"", ""amount"": 2.5, ""unit"": ""oz"", ""alpha_acid_pct"": 6.0, ""time_min"": 65, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""WLP530 Abbey Ale"", ""brand"": ""White Labs"", ""product_code"": null, ""starter_volume_L"": 1.5}","[{""item"": ""Beet/table sugar"", ""amount"": 2.0, ""unit"": ""lb"", ""category"": ""sugar"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""Pomegranate molasses"", ""amount"": 2.0, ""unit"": ""lb"", ""category"": ""sugar"", ""timing"": ""secondary"", ""purpose"": null, ""notes"": null}, {""item"": ""0.5 tsp yeast nutrient"", ""amount"": 0.5, ""unit"": ""tsp"", ""category"": ""nutrient"", ""timing"": ""10 min"", ""purpose"": null, ""notes"": null}, {""item"": ""1 whirlfloc"", ""amount"": 1.0, ""unit"": null, ""category"": ""processing_aid"", ""timing"": ""10 min"", ""purpose"": null, ""notes"": null}, {""item"": ""0.5 g Cardamom seed"", ""amount"": 0.5, ""unit"": ""g"", ""category"": ""spice"", ""timing"": ""0 min"", ""purpose"": null, ""notes"": null}]","3","1","5","Saccharification Rest","[{""name"": ""Saccharification Rest"", ""temp_F"": 152.0, ""time_min"": 60}]","1","65.0","[{""stage"": ""Primary"", ""start_temp_F"": 63.0, ""end_temp_F"": 70.0, ""duration_days"": 3, ""ramp_per_day_F"": 3.0}, {""stage"": ""Secondary"", ""start_temp_F"": 63.0, ""end_temp_F"": 63.0, ""duration_days"": 7, ""ramp_per_day_F"": null}]","2","","","","","","","","","","Extract Option"
"Matt’s Flanders Brown Ale","BROWN ALE","2001.0","https://www.homebrewersassociation.org/homebrew-recipe/flanders-brown-ale/","['All-Grain', 'Ale']","Beer","No Medal","5.0","1.061","1.012","6.4","28.0","23.0","","[{""name"": ""Pale malt"", ""amount"": 7.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Munich malt"", ""amount"": 1.5, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""CaraMunich malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Special B malt"", ""amount"": 6.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Chocolate malt"", ""amount"": 4.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Amber Belgian Candi Sugar"", ""amount"": 8.0, ""unit"": ""oz"", ""color_L"": null}]","[{""name"": ""Slovenian Styrian Golding"", ""amount"": 1.25, ""unit"": ""oz"", ""alpha_acid_pct"": 4.0, ""time_min"": 90, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""English Fuggles"", ""amount"": 0.25, ""unit"": ""oz"", ""alpha_acid_pct"": 4.3, ""time_min"": 30, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Wyeast 1388 Belgian Strong"", ""brand"": ""Wyeast"", ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""Belgian Candi Sugar"", ""amount"": 8.0, ""unit"": ""oz"", ""category"": ""sugar"", ""timing"": ""boil"", ""purpose"": ""fermentation sugar"", ""notes"": null}, {""item"": ""Lactobacillus culture"", ""amount"": null, ""unit"": null, ""category"": ""culture"", ""timing"": ""secondary"", ""purpose"": ""souring"", ""notes"": ""Second pitch of Wyeast 5335 Lactobacillus""}]","6","2","2","","[]","0","120.0","[{""stage"": ""Primary"", ""start_temp_F"": 68.0, ""end_temp_F"": 72.0, ""duration_days"": 7, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": 68.0, ""end_temp_F"": 72.0, ""duration_days"": 180, ""ramp_per_day_F"": null}]","2","","","","","","","","","",""
"AG24 Oktoberfest","OKTOBERFEST","2012.0","https://www.homebrewersassociation.org/homebrew-recipe/ag24-oktoberfest/","['All-Grain', 'Lager']","Beer","No Medal","10.0","1.059","1.015","5.74","20.3","10.4","70.0","[{""name"": ""Munich malt"", ""amount"": 12.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""German Pilsner malt"", ""amount"": 11.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Caramel Munich malt"", ""amount"": 8.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Aromatic malt"", ""amount"": 4.0, ""unit"": ""oz"", ""color_L"": null}, {""name"": ""Biscuit malt"", ""amount"": 4.0, ""unit"": ""oz"", ""color_L"": null}]","[{""name"": ""Tettnanger hops"", ""amount"": 1.5, ""unit"": ""oz"", ""alpha_acid_pct"": 4.5, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertauer Mittelfruh hops"", ""amount"": 1.25, ""unit"": ""oz"", ""alpha_acid_pct"": 4.4, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Wyeast 2206 Bavarian Lager"", ""brand"": ""Wyeast"", ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""Calcium Chloride"", ""amount"": 1.0, ""unit"": ""tsp"", ""category"": ""salt"", ""timing"": ""mash"", ""purpose"": null, ""notes"": null}, {""item"": ""Lactic acid"", ""amount"": 1.0, ""unit"": ""tsp"", ""category"": ""processing_aid"", ""timing"": ""mash"", ""purpose"": null, ""notes"": null}, {""item"": ""Irish Moss"", ""amount"": 1.0, ""unit"": ""tsp"", ""category"": ""processing_aid"", ""timing"": ""10 min"", ""purpose"": null, ""notes"": null}]","5","2","3","Two Step Mash","[{""name"": ""Protein Rest"", ""temp_F"": 122.0, ""time_min"": 25}, {""name"": ""Main Rest"", ""temp_F"": 152.0, ""time_min"": 90}]","2","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 62.0, ""end_temp_F"": 62.0, ""duration_days"": 1, ""ramp_per_day_F"": null}, {""stage"": ""Fermentation Hold"", ""start_temp_F"": 50.0, ""end_temp_F"": 50.0, ""duration_days"": 20, ""ramp_per_day_F"": null}, {""stage"": ""Diacetyl Rest"", ""start_temp_F"": 65.0, ""end_temp_F"": 65.0, ""duration_days"": 2, ""ramp_per_day_F"": null}, {""stage"": ""Lagering"", ""start_temp_F"": 50.0, ""end_temp_F"": 50.0, ""duration_days"": 30, ""ramp_per_day_F"": null}]","4","","","","","","","","","","Substitute 7.9 lb (3.6 kg) liquid Munich malt extract for the Munich malt and .7 lb (22.5 kg) liquid Pilsner malt extract for the Pilsner malt. Steep the remaining grains in 158°F (70°C) water for 30 minutes, strain, add the malt extract, bring to a boil, and proceed with the recipe as written."
"Anchor Steam Clone","Amber Lager","2003.0","https://www.homebrewersassociation.org/homebrew-recipe/anchor-steam-clone/","['All-Grain', 'Lager']","Beer","CLONE","5.0","1.05","1.014","4.7","35.0","9.0","70.0","[{""name"": ""German Pils malt"", ""amount"": 9.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""40\\u00b0L Crystal malt"", ""amount"": 1.0, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Special Roast"", ""amount"": 0.5, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Northern Brewer"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 7.4, ""time_min"": 0, ""usage"": ""first wort"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Northern Brewer"", ""amount"": 0.75, ""unit"": ""oz"", ""alpha_acid_pct"": 7.4, ""time_min"": 20, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Northern Brewer"", ""amount"": 1.0, ""unit"": ""oz"", ""alpha_acid_pct"": 7.4, ""time_min"": 0, ""usage"": ""knockout"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""San Francisco or California lager yeast"", ""brand"": ""White Labs / Wyeast"", ""product_code"": ""WLP810 / 2112"", ""starter_volume_L"": null}","[{""item"": ""Whirlfloc tablet or Irish moss"", ""amount"": 1.0, ""unit"": ""tablet / tsp"", ""category"": ""processing_aid"", ""timing"": ""20 min"", ""purpose"": ""clarity"", ""notes"": null}]","3","3","1","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 148.0, ""time_min"": 60}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 60.0, ""end_temp_F"": 60.0, ""duration_days"": 7, ""ramp_per_day_F"": null}]","1","","","","","","","","","",""
"Joe’s Tripel","BELGIAN ALE","2013.0","https://www.homebrewersassociation.org/homebrew-recipe/joes-tripel/","['All-Grain', 'Ale']","Beer","No Medal","5.0","1.079","1.01","9.2","26.0","6.8","","[{""name"": ""Dingemans Pils malt"", ""amount"": 11.75, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Dingemans biscuit malt (Mout Roost 50)"", ""amount"": 0.13, ""unit"": ""lb"", ""color_L"": null}, {""name"": ""Aromatic malt (Amber 50)"", ""amount"": 0.13, ""unit"": ""lb"", ""color_L"": null}]","[{""name"": ""Tettnanger pellets"", ""amount"": 1.5, ""unit"": ""oz"", ""alpha_acid_pct"": 4.5, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Tettnanger pellets"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 4.5, ""time_min"": 15, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Czech Saaz pellets"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 3.0, ""time_min"": 15, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Czech Saaz pellets"", ""amount"": 0.5, ""unit"": ""oz"", ""alpha_acid_pct"": 3.0, ""time_min"": 1, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""WLP500 Trappist Ale"", ""brand"": ""White Labs"", ""product_code"": null, ""starter_volume_L"": null}","[{""item"": ""Honey"", ""amount"": 4.0, ""unit"": ""oz"", ""category"": ""sugar"", ""timing"": ""boil"", ""purpose"": null, ""notes"": null}, {""item"": ""Light brown sugar"", ""amount"": 4.0, ""unit"": ""oz"", ""category"": ""sugar"", ""timing"": ""primary"", ""purpose"": null, ""notes"": null}, {""item"": ""Fresh pink grapefruit"", ""amount"": 1.0, ""unit"": ""lb"", ""category"": ""fruit"", ""timing"": ""primary"", ""purpose"": null, ""notes"": ""membranes removed""}]","3","4","3","Step Mash","[{""name"": ""Mash"", ""temp_F"": 152.0, ""time_min"": 60}, {""name"": ""Mash Out"", ""temp_F"": 170.0, ""time_min"": 30}]","2","90.0","[{""stage"": ""Primary"", ""start_temp_F"": 70.0, ""end_temp_F"": null, ""duration_days"": 7, ""ramp_per_day_F"": null}, {""stage"": ""Secondary"", ""start_temp_F"": 64.0, ""end_temp_F"": null, ""duration_days"": 14, ""ramp_per_day_F"": null}]","2","","","","","","","","[]","",""
"Portlandmunder X","HELLES","2014.0","https://www.homebrewersassociation.org/homebrew-recipe/portlandmunder-x/","['All-Grain', 'Lager', 'Winning-Medal']","Beer","NHC GOLD","4.0","1.053","1.014","5.12","","","","[{""name"": ""German Pilsner malt"", ""amount"": 2.27, ""unit"": ""kg"", ""color_L"": null}, {""name"": ""German Vienna malt"", ""amount"": 0.68, ""unit"": ""kg"", ""color_L"": null}, {""name"": ""American two-row pale malt"", ""amount"": 0.68, ""unit"": ""kg"", ""color_L"": null}, {""name"": ""flaked wheat"", ""amount"": 0.227, ""unit"": ""kg"", ""color_L"": null}]","[{""name"": ""Saaz"", ""amount"": 21.0, ""unit"": ""g"", ""alpha_acid_pct"": 4.2, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Saaz"", ""amount"": 14.0, ""unit"": ""g"", ""alpha_acid_pct"": 4.2, ""time_min"": 20, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Ultra"", ""amount"": 21.0, ""unit"": ""g"", ""alpha_acid_pct"": 5.0, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Ultra"", ""amount"": 7.0, ""unit"": ""g"", ""alpha_acid_pct"": 5.0, ""time_min"": 5, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Saaz"", ""amount"": 14.0, ""unit"": ""g"", ""alpha_acid_pct"": 4.2, ""time_min"": 5, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""WLP815 Belgian lager"", ""brand"": ""White Labs"", ""product_code"": null, ""starter_volume_L"": 1.0}","[{""item"": ""Wyeast yeast nutrient"", ""amount"": 1.0, ""unit"": ""tsp"", ""category"": ""yeast nutrient"", ""timing"": null, ""purpose"": null, ""notes"": null}]","4","5","1","Single Infusion","[{""name"": ""Primary mash"", ""temp_F"": 149.0, ""time_min"": 90}]","1","60.0","[{""stage"": ""Primary"", ""start_temp_F"": 53.0, ""end_temp_F"": 53.0, ""duration_days"": 10, ""ramp_per_day_F"": null}, {""stage"": ""Lagering"", ""start_temp_F"": 35.0, ""end_temp_F"": 35.0, ""duration_days"": 38, ""ramp_per_day_F"": null}]","2","Treat water with 1 g baking soda, 5 g calcium chloride, 4 g Epsom salts, 4 g gypsum and 4 g calcium carbonate.","","","","","","","[{""salt_type"": ""baking soda"", ""amount"": 1.0, ""unit"": ""g"", ""notes"": null}, {""salt_type"": ""calcium chloride"", ""amount"": 5.0, ""unit"": ""g"", ""notes"": null}, {""salt_type"": ""Epsom salts"", ""amount"": 4.0, ""unit"": ""g"", ""notes"": null}, {""salt_type"": ""gypsum"", ""amount"": 4.0, ""unit"": ""g"", ""notes"": null}, {""salt_type"": ""calcium carbonate"", ""amount"": 4.0, ""unit"": ""g"", ""notes"": null}]","",""
"AOK","PILSNER","2014.0","https://www.homebrewersassociation.org/homebrew-recipe/aok/","['All-Grain', 'Lager', 'Winning-Medal']","Beer","NHC GOLD","6.0","1.061","1.01","6.69","","","","[{""name"": ""German Pilsner malt"", ""amount"": 4.31, ""unit"": ""kg"", ""color_L"": null}, {""name"": ""pale two-row malt"", ""amount"": 4.31, ""unit"": ""kg"", ""color_L"": null}, {""name"": ""flaked corn"", ""amount"": 3.18, ""unit"": ""kg"", ""color_L"": null}, {""name"": ""acid malt"", ""amount"": 170.0, ""unit"": ""g"", ""color_L"": null}]","[{""name"": ""Hallertau Mittelfruh"", ""amount"": 28.0, ""unit"": ""g"", ""alpha_acid_pct"": 4.0, ""time_min"": 60, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Northern Brewer"", ""amount"": 28.0, ""unit"": ""g"", ""alpha_acid_pct"": 9.6, ""time_min"": 20, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Northern Brewer"", ""amount"": 14.0, ""unit"": ""g"", ""alpha_acid_pct"": 9.6, ""time_min"": 20, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau Mittelfruh"", ""amount"": 99.0, ""unit"": ""g"", ""alpha_acid_pct"": 4.0, ""time_min"": 10, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Czech Saaz"", ""amount"": 46.0, ""unit"": ""g"", ""alpha_acid_pct"": 3.2, ""time_min"": 5, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Northern Brewer"", ""amount"": 14.0, ""unit"": ""g"", ""alpha_acid_pct"": 9.6, ""time_min"": 5, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}, {""name"": ""Hallertau Mittelfruh"", ""amount"": 56.0, ""unit"": ""g"", ""alpha_acid_pct"": 4.0, ""time_min"": 0, ""usage"": ""boil"", ""whirlpool_temp_F"": null, ""whirlpool_duration_min"": null, ""biotransformation"": null, ""notes"": null}]","{""name"": ""Wyeast 2007 Pilsen Lager"", ""brand"": ""Wyeast"", ""product_code"": null, ""starter_volume_L"": null}","[]","4","7","0","Single Infusion","[{""name"": ""Mash"", ""temp_F"": 150.0, ""time_min"": 90}]","1","","[{""stage"": ""Primary"", ""start_temp_F"": 50.0, ""end_temp_F"": 50.0, ""duration_days"": 28, ""ramp_per_day_F"": null}]","1","Use half RO water","","","","","","","[]","",""
