,style,beer_name,final_results,url,category
140,IMPERIAL STOUT,Great Feats of Strength Imperial Stout,"['ABV: 13%', 'IBU: 54', 'SRM: 55']",https://www.homebrewersassociation.org/homebrew-recipe/great-feats-of-strength-imperial-stout/,Extract
141,AMERICAN IPA,Lupulin Madness IPA,"['ABV: 7%', 'IBU: 75', 'SRM: 12']",https://www.homebrewersassociation.org/homebrew-recipe/lupulin-madness-ipa/,Extract
142,BELGIAN ALE,Melissa and Patty’s Saison,"['ABV: 6.90%', 'IBU: 30', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/melissa-and-pattys-saison/,Extract
143,HAZY / NEW ENGLAND IPA,Honey Squished IPA,"['ABV: 6.70%', 'IBU: 35', 'SRM: 8']",https://www.homebrewersassociation.org/homebrew-recipe/honey-squished-ipa/,Extract
144,AMERICAN BROWN ALE,Charlie’s Visionary Mild,"['ABV: 4%', 'IBU: 35', 'SRM: 16']",https://www.homebrewersassociation.org/homebrew-recipe/charlies-visionary-mild/,Extract
145,BALTIC PORTER,“Storm Surge” Baltic Porter,"['ABV: 9.70%', 'IBU: 23', 'SRM: ~30']",https://www.homebrewersassociation.org/homebrew-recipe/storm-surge-baltic-porter/,Extract
146,HAZY / NEW ENGLAND IPA,Tropical Haze New England IPA,"['ABV: 6.70%', 'IBU: 58', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/tropical-haze-new-england-ipa/,Extract
147,AMBER ALE,Alright Already Amber,"['IBU: 64.1', 'SRM: 14.7', 'OG: 1.06']",https://www.homebrewersassociation.org/homebrew-recipe/alright-already-amber/,Extract
148,IMPERIAL / DOUBLE IPA,The Big Hopper Imperial IPA,"['ABV: 8.50%', 'OG: 1.082', 'FG: 1.017']",https://www.homebrewersassociation.org/homebrew-recipe/the-big-hopper-imperial-ipa/,Extract
149,PORTER,Corrales Piñon Porter,"['ABV: 4.60%', 'IBU: 29', 'SRM: 24']",https://www.homebrewersassociation.org/homebrew-recipe/corrales-pinon-porter/,Extract
150,AMERICAN PORTER,Flubadub (partial-mash),"['ABV: 5%', 'IBU: 24', 'SRM: 24']",https://www.homebrewersassociation.org/homebrew-recipe/flubadub-partial-mash/,Extract
151,DUNKELWEIZEN,"Tall, Dark and Bready","['ABV: 5.50%', 'IBU: 15', 'SRM: 20']",https://www.homebrewersassociation.org/homebrew-recipe/tall-dark-and-bready/,Extract
152,BELGIAN ALE,Brother Levonian Saison,"['IBU: 26', 'SRM: 3', 'OG: 1.055']",https://www.homebrewersassociation.org/homebrew-recipe/brother-levonian-saison/,Extract
153,SPECIALTY CIDER & PERRY,Quick & Easy Malted Cider,"['ABV: about 6%', 'OG: 1.050 (12° P)', 'FG: 1.004–1.006 (1–1.5° P) before backsweetening']",https://www.homebrewersassociation.org/homebrew-recipe/quick-easy-malted-cider/,Extract
154,AMERICAN PALE ALE,Just Rye’te,"['ABV: 6.50%', 'IBU: 50', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/just-ryete/,Extract
155,IMPERIAL STOUT,Bell’s Brewery Expedition Stout Clone,"['ABV: 10.70%', 'SRM: 81', 'OG: 1.110-1.115']",https://www.homebrewersassociation.org/homebrew-recipe/bells-brewery-expedition-stout-clone/,Extract
156,BELGIAN ALE,Jack of All Saisons,"['ABV: 7.5% by volume', 'IBU: 33', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/jack-of-all-saisons/,Extract
157,BELGIAN ALE,Smoked Pumpkin Saison,"['ABV: 8.9% by volume', 'IBU: 20', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/smoked-pumpkin-saison/,Extract
158,BELGIAN ALE,Count Orloque Saison,"['ABV: 11.2% by volume', 'IBU: 38', 'SRM: 27']",https://www.homebrewersassociation.org/homebrew-recipe/count-orloque-saison/,Extract
159,HAZY / NEW ENGLAND IPA,WeldWerks Brewing Juicy Bits NEIPA,"['IBU: 45', 'SRM: 4.5', 'OG: 1.062 (15.3° P)']",https://www.homebrewersassociation.org/homebrew-recipe/weldwerks-brewing-juicy-bits-neipa/,Extract
160,IMPERIAL STOUT,New Holland Dragon’s Milk Bourbon Barrel-Aged Stout,"['ABV: 9.2% by volume', 'IBU: 31', 'SRM: 50']",https://www.homebrewersassociation.org/homebrew-recipe/new-holland-dragons-milk-bourbon-barrel-aged-stout/,Extract
161,BELGIAN ALE,Allagash White Clone,"['ABV: 5.2% by volume', 'IBU: 13', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/allagash-white-clone/,Extract
162,HAZY / NEW ENGLAND IPA,Peaks & Priorities Juicy IPA (Extract),"['ABV: 5.9% by volume', 'IBU: 55, but perception may be greater', 'SRM: ~10 (20 EBC)']",https://www.homebrewersassociation.org/homebrew-recipe/peaks-priorities-juicy-ipa-extract/,Extract
163,BARLEYWINE,Anchor Brewing Old Foghorn,"['ABV: 10% by volume', 'IBU: 56', 'SRM: 12']",https://www.homebrewersassociation.org/homebrew-recipe/anchor-brewing-old-foghorn/,Extract
164,BARLEYWINE,Sierra Nevada Bigfoot Barleywine (ver. 2),"['ABV: 9.70%', 'IBU: 100+', 'SRM: 12']",https://www.homebrewersassociation.org/homebrew-recipe/sierra-nevada-bigfoot-barleywine-ver-2/,Extract
165,CREAM ALE,Caliente Tejano Pepper Cream Ale,"['ABV: 6.20%', 'IBU: 21', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/caliente-tejano-pepper-cream-ale/,Extract
166,AMBER LAGER,Embracing Sunset Lager,"['ABV: 3.80%', 'IBU: 28', 'SRM: 11']",https://www.homebrewersassociation.org/homebrew-recipe/embracing-sunset-lager/,Extract
167,FRUIT BEER,Peach IPA,"['IBU: 70', 'SRM: 10', 'OG: 1.064']",https://www.homebrewersassociation.org/homebrew-recipe/peach-ipa/,Extract
168,BELGIAN ALE,The Blue Devils BGSA,"['ABV: 8.5', 'IBU: 30', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/the-blue-devils-bgsa/,Extract
169,HISTORICAL BEER,"The Kernel Imperial Brown Stout, London 1856","['ABV: 10%', 'IBU: 120.1 (calculated)', 'SRM: 54.1 (calculated)']",https://www.homebrewersassociation.org/homebrew-recipe/the-kernel-imperial-brown-stout-london-1856/,Extract
170,AMERICAN LAGER,Rocky Raccoon’s Honey Lager,"['ABV: 5.50%', 'IBU: ~23', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/rocky-raccoons-honey-lager/,Extract
171,STOUT,Dusty Mud Irish-Style Stout,"['ABV: 3.70%', 'IBU: ~20', 'SRM: 46']",https://www.homebrewersassociation.org/homebrew-recipe/dusty-mud-irish-style-stout/,Extract
172,AMERICAN PALE ALE,Kathleen’s Spruce Ale,"['ABV: 5%', 'IBU: 20', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/kathleens-spruce-ale/,Extract
173,AMERICAN PALE ALE,Oregon Super Dank,"['ABV: 4.90%', 'IBU: 55', 'FG: 1.010 (2.6° P)']",https://www.homebrewersassociation.org/homebrew-recipe/oregon-super-dank/,Extract
174,HAZY / NEW ENGLAND IPA,Two Flamingoes Strawberry Milkshake IPA,"['ABV: 6.50%', 'IBU: 30', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/two-flamingoes-strawberry-milkshake-ipa/,Extract
175,BELGIAN ALE,Grisette de Saison,"['ABV: 5.2–5.9% by volume, depending on FG', 'IBU: 50', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/grisette-de-saison/,Extract
176,BELGIAN ALE,Ordinary Grisette,"['ABV: 4.0–4.7% by volume, depending on FG', 'IBU: 40', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/ordinary-grisette/,Extract
177,IPA,Stew’s Brew Imperial Black IPA,"['ABV: 8.10%', 'IBU: 103 (calculated)', 'SRM: ~4']",https://www.homebrewersassociation.org/homebrew-recipe/stews-brew-imperial-black-ipa/,Extract
178,HEFEWEIZEN,Stew’s Brew Hefeweizen,"['ABV: 4.70%', 'IBU: ~9', 'SRM: ~4']",https://www.homebrewersassociation.org/homebrew-recipe/stews-brew-hefeweizen/,Extract
179,BELGIAN ALE,Westbound Quad,"['ABV: 11%', 'IBU: 30', 'SRM: 29']",https://www.homebrewersassociation.org/homebrew-recipe/westbound-quad/,Extract
180,BELGIAN ALE,Bleu Reserve,"['ABV: 9%', 'IBU: 24', 'SRM: 21']",https://www.homebrewersassociation.org/homebrew-recipe/bleu-reserve/,Extract
181,AMERICAN PILSNER,Big Star Lager,"['ABV: 5.60%', 'IBU: 27', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/big-star-lager/,Extract
182,GERMAN PILSNER,Simple Pils,"['ABV: 4.90%', 'IBU: 35', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/simple-pils/,Extract
183,HYBRID BEER,Chrysanthemum Flower Tea Kölsch,"['ABV: 4.70%', 'IBU: 23', 'SRM: 2.9']",https://www.homebrewersassociation.org/homebrew-recipe/chrysanthemum-flower-tea-kolsch/,Extract
184,IPA,TukTukTea IPA,"['ABV: 6.30%', 'IBU: 48', 'SRM: 7.8']",https://www.homebrewersassociation.org/homebrew-recipe/tuktuktea-ipa/,Extract
185,FRUIT BEER,Choc Full O’ Cherry Porter,"['ABV: 6.0–7.5%', 'IBU: 30', 'SRM: 38']",https://www.homebrewersassociation.org/homebrew-recipe/choc-full-o-cherry-porter/,Extract
186,DARK LAGER,John’s “World Famous” Dark Lager,"['IBU: 47', 'SRM: 23', 'OG: 1.048 (12° P)']",https://www.homebrewersassociation.org/homebrew-recipe/johns-world-famous-dark-lager/,Extract
187,RAUCHBIER,Smokey the Beer II (Partial-Mash),"['ABV: 5.10%', 'IBU: ~31', 'SRM: ~13']",https://www.homebrewersassociation.org/homebrew-recipe/smokey-beer-ii-partial-mash/,Extract
188,BARLEYWINE,Just Another Pretty Face,"['ABV: 10%', 'IBU: 53', 'SRM: 18']",https://www.homebrewersassociation.org/homebrew-recipe/just-another-pretty-face/,Extract
189,IPA,American-Style Cascadian India Dark Double Black IPA (ASCIDDBIPA),"['ABV: 7.80%', 'IBU: 75', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/american-style-cascadian-india-dark-double-black-ipa-asciddbipa/,Extract
190,IRISH STOUT,Bru’n Dry Stout,"['IBU: 36', 'SRM: 31', 'OG: 1.042']",https://www.homebrewersassociation.org/homebrew-recipe/brun-dry-stout/,Extract
191,BALTIC PORTER,Organic Juniper Porter,"['ABV: 5.70%', 'IBU: 38', 'FG: 1.015']",https://www.homebrewersassociation.org/homebrew-recipe/organic-juniper-porter/,Extract
192,HEFEWEIZEN,Right on Hoover Hefeweizen,"['ABV: 4.70%', 'IBU: 17', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/right-hoover-hefeweizen/,Extract
193,BOCK,Weekday Bock (Malt Extract),"['ABV: 6.80%', 'IBU: ~34', 'SRM: ~19']",https://www.homebrewersassociation.org/homebrew-recipe/weekday-bock-malt-extract/,Extract
194,BERLINER WEISSE,Psychedelic Weisse (Berliner Weisse with Dragon Fruit and Guava),"['ABV: 3.10%', 'IBU: 3', 'SRM: 2.5']",https://www.homebrewersassociation.org/homebrew-recipe/psychedelic-weisse-berliner-weisse-dragon-fruit-guava/,Extract
195,AMERICAN IPA,American IPA con Pomelo Rosado (Pink Grapefruit American IPA),"['ABV: 7%', 'IBU: 42', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/american-ipa-con-pomelo-rosado-pink-grapefruit-american-ipa/,Extract
196,AMBER ALE,Barley Phillip Irish Red,"['ABV: 5%', 'IBU: 20', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/barley-phillip-irish-red/,Extract
197,BELGIAN ALE,Terre au Verre,"['ABV: 5.20%', 'IBU: 14', 'FG: 1.008']",https://www.homebrewersassociation.org/homebrew-recipe/terre-au-verre/,Extract
198,BALTIC PORTER,Pirate of the Baltic Porter,"['IBU: 42', 'OG: 1.1', 'FG: 1.022']",https://www.homebrewersassociation.org/homebrew-recipe/pirate-baltic-porter/,Extract
199,BELGIAN ALE,Cherry Dubbel,"['IBU: 16', 'SRM: 24', 'OG: 1.078']",https://www.homebrewersassociation.org/homebrew-recipe/cherry-dubbel/,Extract
200,BALTIC PORTER,Sparrow Hawk Porter,"['ABV: 5.80%', 'IBU: 38', 'SRM: 50']",https://www.homebrewersassociation.org/homebrew-recipe/sparrow-hawk-porter/,Extract
201,AMERICAN PALE ALE,Höfter’s Blanc Pale Ale,"['ABV: 5.4', 'SRM: 4', 'OG: 1.052']",https://www.homebrewersassociation.org/homebrew-recipe/hofters-blanc-pale-ale/,Extract
202,AMBER LAGER,Boeing Smoked Apple Lager (extract),"['ABV: 5.80%', 'IBU: ~22', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/boeing-smoked-apple-lager-extract/,Extract
203,FRUITED SOUR,Squeeze the Day,"['ABV: 5%', 'SRM: 15', 'OG: 1.050 (12.5° P)']",https://www.homebrewersassociation.org/homebrew-recipe/squeeze-the-day/,Extract
204,PILSNER,Imperial Rice Pilsner,"['ABV: 7.50%', 'IBU: 36', 'SRM: 3.9']",https://www.homebrewersassociation.org/homebrew-recipe/imperial-rice-pilsner/,Extract
205,CZECH / BOHO PILS,SMASH Bohemian Pils,"['ABV: 5.80%', 'IBU: 32', 'SRM: 3-4']",https://www.homebrewersassociation.org/homebrew-recipe/smash-bohemian-pils/,Extract
206,HEFEWEIZEN,Siebte Flasche,"['ABV: 5.40%', 'IBU: 14', 'SRM: 9']",https://www.homebrewersassociation.org/homebrew-recipe/siebte-flasche/,Extract
207,AMERICAN IPA,No Fail Extract IPA,"['ABV: 6.10%', 'IBU: 60', 'SRM: 10']",https://www.homebrewersassociation.org/homebrew-recipe/no-fail-extract-ipa/,Extract
208,WHEAT & RYE BEER,Rye the Heck Not?,"['IBU: 19', 'SRM: 33', 'OG: 1.035']",https://www.homebrewersassociation.org/homebrew-recipe/rye-heck-not/,Extract
209,IPA,Super Nice Day IPA,"['ABV: 6.80%', 'IBU: 100+', 'SRM: 10']",https://www.homebrewersassociation.org/homebrew-recipe/super-nice-day-ipa-2/,Extract
210,AMERICAN LAGER,Jamil’s Extra Yellow,"['ABV: 5.70%', 'IBU: 20', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/jamils-extra-yellow/,Extract
211,BALTIC PORTER,Continental-Style Baltic Porter,"['ABV: 8.60%', 'IBU: 29', 'SRM: 29']",https://www.homebrewersassociation.org/homebrew-recipe/continental-style-baltic-porter/,Extract
212,BALTIC PORTER,London-Style Baltic Porter,"['ABV: 9.10%', 'IBU: 29', 'SRM: 28']",https://www.homebrewersassociation.org/homebrew-recipe/london-style-baltic-porter/,Extract
213,ENGLISH PALE ALE,Golden Ale,"['ABV: 4.20%', 'IBU: 20', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/golden-ale/,Extract
214,AMERICAN PALE ALE,GP75 Pale Ale,"['ABV: 6%', 'IBU: 35', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/gp75-pale-ale/,Extract
215,BOCK,Prost Bock,"['ABV: 7.70%', 'IBU: 20', 'SRM: 20']",https://www.homebrewersassociation.org/homebrew-recipe/prost-bock/,Extract
216,BELGIAN ALE,Boulevard Brewing Co. Tank 7,"['ABV: 8.50%', 'IBU: 37', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/boulevard-brewing-co-tank-7/,Extract
217,AMERICAN PALE ALE,Big Beach Brewing Co. For the Love of…Mosaic,"['ABV: 5.80%', 'IBU: 39', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/big-beach-brewing-co-for-the-love-of-mosaic/,Extract
218,HAZY / NEW ENGLAND IPA,Focal Point (Inspired by The Alchemist’s Focal Banger),"['ABV: 7%', 'IBU: 80', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/focal-point-inspired-by-the-alchemists-focal-banger/,Extract
219,BALTIC PORTER,Great Lakes Brewing Edmund Fitzgerald Porter,"['ABV: 6.30%', 'IBU: 38.6', 'SRM: 41']",https://www.homebrewersassociation.org/homebrew-recipe/great-lakes-brewing-edmund-fitzgerald-porter/,Extract
220,BELGIAN ALE,New Glarus Brewing Belgian Red Ale,"['IBU: 8.6', 'OG: 1.057', 'FG: 1.007-1.012']",https://www.homebrewersassociation.org/homebrew-recipe/new-glarus-brewing-belgian-red-ale/,Extract
221,BELGIAN ALE,More Fun Blonde,"['ABV: 7.80%', 'IBU: 34', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/more-fun-blonde/,Extract
222,BELGIAN ALE,Solstice Spice,"['ABV: 7.50%', 'SRM: 24', 'OG: 1.084']",https://www.homebrewersassociation.org/homebrew-recipe/solstice-spice/,Extract
223,HYBRID BEER,Kölsch,"['ABV: 5.10%', 'IBU: 30', 'SRM: 3.7']",https://www.homebrewersassociation.org/homebrew-recipe/kolsch/,Extract
224,IRISH STOUT,The Cure from Cork,"['ABV: 4.10%', 'IBU: 34', 'SRM: 41']",https://www.homebrewersassociation.org/homebrew-recipe/the-cure-from-cork/,Extract
225,AMBER ALE,Copper Ale,"['ABV: 5.30%', 'IBU: 33', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/copper-ale/,Extract
226,AMBER ALE,80 Shilling Scottish Ale,"['ABV: 5.10%', 'IBU: 30', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/80-shilling-scottish-ale/,Extract
227,AMERICAN IPA,Spice Trade Brewing Sun Temple IPA,"['ABV: 7.10%', 'IBU: 75', 'SRM: 7']",https://www.homebrewersassociation.org/homebrew-recipe/sun-temple-ipa/,Extract
228,HAZY / NEW ENGLAND IPA,Lawson’s Sip of Sunshine IPA Clone,"['ABV: 8%', 'IBU: 100+', 'SRM: 5.2']",https://www.homebrewersassociation.org/homebrew-recipe/lawsons-sip-sunshine-ipa-clone/,Extract
229,AMERICAN IPA,Sierra Nevada Celebration Ale (Version 2),"['ABV: 7.10%', 'IBU: 64', 'SRM: 15']",https://www.homebrewersassociation.org/homebrew-recipe/sierra-nevada-celebration-ale-version-2/,Extract
230,IPA,Smoked Habanero IPA,"['ABV: 7.40%', 'IBU: 55', 'SRM: 10']",https://www.homebrewersassociation.org/homebrew-recipe/smoked-habanero-ipa/,Extract
231,AMBER ALE,Brighid’s Irish Red Ale,"['ABV: 6%', 'IBU: 25', 'SRM: 13']",https://www.homebrewersassociation.org/homebrew-recipe/brighids-irish-red-ale/,Extract
232,ENGLISH PALE ALE,Fuller’s ESB Clone,"['IBU: 32', 'SRM: 13', 'OG: 1.054']",https://www.homebrewersassociation.org/homebrew-recipe/fullers-esb-clone/,Extract
233,OKTOBERFEST,Klang Freudenfest Oktoberfest (Extract),"['ABV: 5.60%', 'IBU: 27', 'SRM: 9']",https://www.homebrewersassociation.org/homebrew-recipe/klang-freudenfest-oktoberfest-extract/,Extract
234,AMERICAN IPA,Rushmore IPA (Extract),"['ABV: 6%', 'IBU: 70', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/rushmore-ipa-extract/,Extract
235,BELGIAN ALE,Battre L’oie Saison (Extract),"['ABV: 5.60%', 'IBU: 27', 'SRM: 3']",https://www.homebrewersassociation.org/homebrew-recipe/battre-loie-saison-extract/,Extract
236,BELGIAN ALE,Ommegang Abbey Clone,"['ABV: 9%', 'IBU: 39', 'SRM: 38']",https://www.homebrewersassociation.org/homebrew-recipe/ommegang-abbey-clone/,Extract
237,COFFEE BEER,Montezuma’s Revenge Mexican Dark Lager with Coffee,"['IBU: 37', 'OG: 1.059']",https://www.homebrewersassociation.org/homebrew-recipe/montezumas-revenge-mexican-dark-lager-coffee/,Extract
238,HAZY / NEW ENGLAND IPA,Dirk Diggler New England Pale Ale,"['ABV: 5.50%', 'IBU: 50', 'SRM: 4']",https://www.homebrewersassociation.org/homebrew-recipe/dirk-diggler-new-england-pale-ale/,Extract
239,UK/US STRONG ALE,Arrogant Bastard Clone,"['IBU: 67', 'SRM: 22', 'OG: 1.07']",https://www.homebrewersassociation.org/homebrew-recipe/arrogant-bastard-clone/,Extract
240,IPA,Bitter Beer Face Session IPA,"['ABV: 4.50%', 'IBU: 86', 'SRM: 5.3']",https://www.homebrewersassociation.org/homebrew-recipe/bitter-beer-face-session-ipa/,Extract
241,BELGIAN ALE,Harvest Ale Saison,"['ABV: 4.20%', 'IBU: 30', 'SRM: 5']",https://www.homebrewersassociation.org/homebrew-recipe/harvest-ale-saison/,Extract
242,AMERICAN PALE ALE,Whale’s Tail Pale Ale,"['ABV: 5.50%', 'IBU: 65', 'FG: 1.009']",https://www.homebrewersassociation.org/homebrew-recipe/whales-tail-pale-ale/,Extract
243,IPA,Maverick India Black Ale,"['ABV: 6%', 'IBU: 5.5', 'FG: 1.016']",https://www.homebrewersassociation.org/homebrew-recipe/maverick-india-black-ale/,Extract
244,IPA,Dogfish Head 120 Minute IPA,"['ABV: ~21%', 'IBU: 120']",https://www.homebrewersassociation.org/homebrew-recipe/dogfish-head-120-minute-ipa/,Extract
245,BROWN ALE,Pressure Drop Stokey Brown,"['IBU: 22', 'SRM: 25', 'OG: 1.054']",https://www.homebrewersassociation.org/homebrew-recipe/pressure-drop-stokey-brown/,Extract
246,ENGLISH PALE ALE,Gone But Not Forgotten Burton Old Ale,"['ABV: 6.20%', 'IBU: 68', 'SRM: 40']",https://www.homebrewersassociation.org/homebrew-recipe/gone-not-forgotten-burton-old-ale/,Extract
247,SPICE & HERB BEER,Christmas Cinderella Double Brown Ale,"['ABV: 6.20%', 'IBU: 25', 'SRM: 32']",https://www.homebrewersassociation.org/homebrew-recipe/christmas-cinderella-double-brown-ale/,Extract
248,BELGIAN ALE,The Fall (Cranberry Saison),"['IBU: 28', 'OG: 1.085']",https://www.homebrewersassociation.org/homebrew-recipe/fall-cranberry-saison/,Extract
249,BARLEYWINE,Ale of Asgard,"['ABV: 11%', 'IBU: 37', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/ale-of-asgard/,Extract
250,BOCK,Maltonator Doppelbock,"['ABV: 7.30%', 'IBU: 26', 'SRM: 22']",https://www.homebrewersassociation.org/homebrew-recipe/maltonator-doppelbock/,Extract
251,IMPERIAL STOUT,Epic Stout,"['ABV: 12.10%', 'IBU: 87.7', 'SRM: 107.7 (BLACK as a moonless night)']",https://www.homebrewersassociation.org/homebrew-recipe/epic-stout/,Extract
252,BELGIAN ALE,Julie: A Pumpkin Belgian Strong Ale,"['IBU: 41.2', 'OG: 1.089']",https://www.homebrewersassociation.org/homebrew-recipe/julie-pumpkin-belgian-strong-ale/,Extract
253,AMERICAN PALE ALE,Ekuanot HBC 366 American Pale Ale,"['ABV: 5.20%', 'IBU: 36', 'SRM: 5.4']",https://www.homebrewersassociation.org/homebrew-recipe/ych-hops-american-pale-ale/,Extract
254,AMERICAN PALE ALE,3 Floyds Alpha King Clone,"['ABV: 6.40%', 'IBU: 69', 'FG: 1.014']",https://www.homebrewersassociation.org/homebrew-recipe/3-floyds-alpha-king-clone/,Extract
255,BARLEYWINE,Sierra Nevada Bigfoot Barleywine,"['ABV: 9.60%', 'IBU: 90', 'FG: 1.02']",https://www.homebrewersassociation.org/homebrew-recipe/sierra-nevada-bigfoot-barleywine/,Extract
256,AMERICAN IPA,Sippin’ on the Dock of the Bay IPA,"['ABV: 6.43%', 'IBU: 65', 'SRM: 6']",https://www.homebrewersassociation.org/homebrew-recipe/sippin-on-the-dock-of-the-bay-ipa/,Extract
257,IPA,Deschutes Chainbreaker White IPA Clone,"['ABV: 5.75%', 'IBU: 55', 'SRM: 4-6']",https://www.homebrewersassociation.org/homebrew-recipe/deschutes-chainbreaker-white-ipa-clone/,Extract
258,AMBER ALE,Evil Twin,"['ABV: 6.66%', 'IBU: 24', 'SRM: 17']",https://www.homebrewersassociation.org/homebrew-recipe/evil-twin/,Extract
259,IPA,Russian River Blind Pig IPA Clone,"['ABV: 6.10%', 'IBU: 62', 'FG: 1.013']",https://www.homebrewersassociation.org/homebrew-recipe/russian-river-blind-pig-ipa-clone/,Extract
260,GERMAN PILSNER,Victory Brewing Co. Prima Pils Clone,"['IBU: 51', 'SRM: 3', 'OG: 1.053']",https://www.homebrewersassociation.org/homebrew-recipe/victory-prima-pils-clone/,Extract
261,IMPERIAL / DOUBLE IPA,Collective Hoppiness,"['IBU: 120+ (estimated)', 'SRM: 19.5 (estimated)', 'OG: 1.083']",https://www.homebrewersassociation.org/homebrew-recipe/collective-hoppiness/,Extract
